Cenário experimental com 3 camadas: Skin_Segmentation_CV_D3-D2

Padrão>> 1 - Calculado: 0.947996589, Desejado: 1.0, Erro: 0.001352177
Padrão>> 2 - Calculado: 0.090966634, Desejado: 1.0, Erro: 0.413170831
Padrão>> 3 - Calculado: 0.169199478, Desejado: 0.0, Erro: 0.014314232
Padrão>> 4 - Calculado: 0.210501459, Desejado: 0.0, Erro: 0.022155432
Padrão>> 5 - Calculado: 0.107115367, Desejado: 1.0, Erro: 0.398621484
Padrão>> 6 - Calculado: 0.946573195, Desejado: 1.0, Erro: 0.001427212
Padrão>> 7 - Calculado: 0.405546342, Desejado: 0.0, Erro: 0.082233918
Padrão>> 8 - Calculado: 0.600478328, Desejado: 1.0, Erro: 0.079808783
Padrão>> 9 - Calculado: 0.479379914, Desejado: 1.0, Erro: 0.135522637
Padrão>> 10 - Calculado: 0.166641936, Desejado: 0.0, Erro: 0.013884767
Padrão>> 11 - Calculado: 0.201531277, Desejado: 0.0, Erro: 0.020307428
Padrão>> 12 - Calculado: 0.250209949, Desejado: 0.0, Erro: 0.031302509
Padrão>> 13 - Calculado: 0.926012315, Desejado: 1.0, Erro: 0.002737089
Padrão>> 14 - Calculado: 0.984713473, Desejado: 1.0, Erro: 0.000116839
Padrão>> 15 - Calculado: 0.502243822, Desejado: 0.0, Erro: 0.126124428
Padrão>> 16 - Calculado: 0.182420292, Desejado: 0.0, Erro: 0.016638581
Padrão>> 17 - Calculado: 0.089337375, Desejado: 1.0, Erro: 0.414653208
Padrão>> 18 - Calculado: 0.129540271, Desejado: 0.0, Erro: 0.008390341
Padrão>> 19 - Calculado: 0.169762126, Desejado: 0.0, Erro: 0.014409590
Padrão>> 20 - Calculado: 0.256582782, Desejado: 0.0, Erro: 0.032917362
Padrão>> 21 - Calculado: 0.147082257, Desejado: 0.0, Erro: 0.010816595
Padrão>> 22 - Calculado: 0.243753121, Desejado: 0.0, Erro: 0.029707792
Padrão>> 23 - Calculado: 0.993017500, Desejado: 1.0, Erro: 0.000024378
Padrão>> 24 - Calculado: 0.318816870, Desejado: 0.0, Erro: 0.050822098
Padrão>> 25 - Calculado: 0.574093757, Desejado: 1.0, Erro: 0.090698064
Padrão>> 26 - Calculado: 0.438813713, Desejado: 0.0, Erro: 0.096278737
Padrão>> 27 - Calculado: 0.542145626, Desejado: 1.0, Erro: 0.104815314
Padrão>> 28 - Calculado: 0.173752508, Desejado: 0.0, Erro: 0.015094967
Padrão>> 29 - Calculado: 0.236189943, Desejado: 0.0, Erro: 0.027892845
Padrão>> 30 - Calculado: 0.850029353, Desejado: 1.0, Erro: 0.011245598
Padrão>> 31 - Calculado: 0.093134864, Desejado: 1.0, Erro: 0.411202187
Padrão>> 32 - Calculado: 0.833513249, Desejado: 1.0, Erro: 0.013858919
Padrão>> 33 - Calculado: 0.175325505, Desejado: 0.0, Erro: 0.015369516
Padrão>> 34 - Calculado: 0.229466698, Desejado: 0.0, Erro: 0.026327483
Padrão>> 35 - Calculado: 0.189266886, Desejado: 0.0, Erro: 0.017910977
Padrão>> 36 - Calculado: 0.985386212, Desejado: 1.0, Erro: 0.000106781
Padrão>> 37 - Calculado: 0.154001892, Desejado: 0.0, Erro: 0.011858291
Padrão>> 38 - Calculado: 0.176466256, Desejado: 0.0, Erro: 0.015570170
Padrão>> 39 - Calculado: 0.222712698, Desejado: 0.0, Erro: 0.024800473
Padrão>> 40 - Calculado: 0.190316917, Desejado: 1.0, Erro: 0.327793347
Padrão>> 41 - Calculado: 0.139540603, Desejado: 0.0, Erro: 0.009735790
Padrão>> 42 - Calculado: 0.987219032, Desejado: 1.0, Erro: 0.000081677
Padrão>> 43 - Calculado: 0.985032260, Desejado: 1.0, Erro: 0.000112017
Padrão>> 44 - Calculado: 0.129982650, Desejado: 0.0, Erro: 0.008447745
Padrão>> 45 - Calculado: 0.193218031, Desejado: 0.0, Erro: 0.018666604
Padrão>> 46 - Calculado: 0.144320890, Desejado: 0.0, Erro: 0.010414260
Padrão>> 47 - Calculado: 0.209869714, Desejado: 0.0, Erro: 0.022022648
Padrão>> 48 - Calculado: 0.995106973, Desejado: 1.0, Erro: 0.000011971
Padrão>> 49 - Calculado: 0.242525141, Desejado: 0.0, Erro: 0.029409222
Padrão>> 50 - Calculado: 0.143078927, Desejado: 0.0, Erro: 0.010235790
Padrão>> 51 - Calculado: 0.721582414, Desejado: 1.0, Erro: 0.038758176
Padrão>> 52 - Calculado: 0.481205141, Desejado: 0.0, Erro: 0.115779194
Padrão>> 53 - Calculado: 0.606602322, Desejado: 1.0, Erro: 0.077380866
Padrão>> 54 - Calculado: 0.156896859, Desejado: 0.0, Erro: 0.012308312
Padrão>> 55 - Calculado: 0.124605703, Desejado: 0.0, Erro: 0.007763291
Padrão>> 56 - Calculado: 0.115777242, Desejado: 1.0, Erro: 0.390924943
Padrão>> 57 - Calculado: 0.202359643, Desejado: 0.0, Erro: 0.020474713
Padrão>> 58 - Calculado: 0.930585304, Desejado: 1.0, Erro: 0.002409200
Padrão>> 59 - Calculado: 0.287674063, Desejado: 0.0, Erro: 0.041378183
Padrão>> 60 - Calculado: 0.137116136, Desejado: 1.0, Erro: 0.372284282
Padrão>> 61 - Calculado: 0.128997103, Desejado: 0.0, Erro: 0.008320126
Padrão>> 62 - Calculado: 0.744929215, Desejado: 1.0, Erro: 0.032530553
Padrão>> 63 - Calculado: 0.137033149, Desejado: 1.0, Erro: 0.372355893
Padrão>> 64 - Calculado: 0.490750124, Desejado: 0.0, Erro: 0.120417842
Padrão>> 65 - Calculado: 0.141935579, Desejado: 0.0, Erro: 0.010072854
Padrão>> 66 - Calculado: 0.189433806, Desejado: 0.0, Erro: 0.017942583
Padrão>> 67 - Calculado: 0.964985145, Desejado: 1.0, Erro: 0.000613020
Padrão>> 68 - Calculado: 0.220867143, Desejado: 0.0, Erro: 0.024391147
Padrão>> 69 - Calculado: 0.920642547, Desejado: 1.0, Erro: 0.003148803
Padrão>> 70 - Calculado: 0.088909275, Desejado: 1.0, Erro: 0.415043154
Padrão>> 71 - Calculado: 0.995814694, Desejado: 1.0, Erro: 0.000008758
Padrão>> 72 - Calculado: 0.142063460, Desejado: 1.0, Erro: 0.368027553
