Cenário experimental com 3 camadas: Skin_Segmentation_CV_D1-D5

Padrão>> 1 - Calculado: 0.298498636, Desejado: 0.0, Erro: 0.044550718
Padrão>> 2 - Calculado: 0.165440202, Desejado: 0.0, Erro: 0.013685230
Padrão>> 3 - Calculado: 0.098578117, Desejado: 0.0, Erro: 0.004858823
Padrão>> 4 - Calculado: 0.363985429, Desejado: 0.0, Erro: 0.066242696
Padrão>> 5 - Calculado: 0.145343955, Desejado: 0.0, Erro: 0.010562433
Padrão>> 6 - Calculado: 0.172449862, Desejado: 0.0, Erro: 0.014869477
Padrão>> 7 - Calculado: 0.892614209, Desejado: 1.0, Erro: 0.005765854
Padrão>> 8 - Calculado: 0.179883384, Desejado: 1.0, Erro: 0.336295632
Padrão>> 9 - Calculado: 0.178369430, Desejado: 0.0, Erro: 0.015907827
Padrão>> 10 - Calculado: 0.078124614, Desejado: 1.0, Erro: 0.424927113
Padrão>> 11 - Calculado: 0.967667577, Desejado: 1.0, Erro: 0.000522693
Padrão>> 12 - Calculado: 0.564633778, Desejado: 0.0, Erro: 0.159405652
Padrão>> 13 - Calculado: 0.989109471, Desejado: 1.0, Erro: 0.000059302
Padrão>> 14 - Calculado: 0.132283125, Desejado: 0.0, Erro: 0.008749413
Padrão>> 15 - Calculado: 0.955895054, Desejado: 1.0, Erro: 0.000972623
Padrão>> 16 - Calculado: 0.292914453, Desejado: 0.0, Erro: 0.042899439
Padrão>> 17 - Calculado: 0.194224856, Desejado: 0.0, Erro: 0.018861647
Padrão>> 18 - Calculado: 0.080362662, Desejado: 1.0, Erro: 0.422866417
Padrão>> 19 - Calculado: 0.812668062, Desejado: 1.0, Erro: 0.017546627
Padrão>> 20 - Calculado: 0.088887714, Desejado: 1.0, Erro: 0.415062799
Padrão>> 21 - Calculado: 0.147143792, Desejado: 0.0, Erro: 0.010825648
Padrão>> 22 - Calculado: 0.267401908, Desejado: 0.0, Erro: 0.035751890
Padrão>> 23 - Calculado: 0.738623500, Desejado: 0.0, Erro: 0.272782337
Padrão>> 24 - Calculado: 0.259371667, Desejado: 0.0, Erro: 0.033636831
Padrão>> 25 - Calculado: 0.878206257, Desejado: 1.0, Erro: 0.007416858
Padrão>> 26 - Calculado: 0.970879313, Desejado: 1.0, Erro: 0.000424007
Padrão>> 27 - Calculado: 0.093634277, Desejado: 0.0, Erro: 0.004383689
Padrão>> 28 - Calculado: 0.999089760, Desejado: 1.0, Erro: 0.000000414
Padrão>> 29 - Calculado: 0.171646676, Desejado: 0.0, Erro: 0.014731291
Padrão>> 30 - Calculado: 0.100459910, Desejado: 1.0, Erro: 0.404586187
Padrão>> 31 - Calculado: 0.983872988, Desejado: 1.0, Erro: 0.000130040
Padrão>> 32 - Calculado: 0.206411739, Desejado: 0.0, Erro: 0.021302903
Padrão>> 33 - Calculado: 0.973092593, Desejado: 1.0, Erro: 0.000362004
Padrão>> 34 - Calculado: 0.915317278, Desejado: 1.0, Erro: 0.003585582
Padrão>> 35 - Calculado: 0.125485980, Desejado: 0.0, Erro: 0.007873366
Padrão>> 36 - Calculado: 0.086224305, Desejado: 0.0, Erro: 0.003717315
Padrão>> 37 - Calculado: 0.062448003, Desejado: 1.0, Erro: 0.439501873
