Cenário experimental com 3 camadas: Skin_Segmentation_CV_D2-D1

Padrão>> 1 - Calculado: 0.275553343, Desejado: 0.0, Erro: 0.037964822
Padrão>> 2 - Calculado: 0.956894577, Desejado: 1.0, Erro: 0.000929039
Padrão>> 3 - Calculado: 0.353615840, Desejado: 0.0, Erro: 0.062522081
Padrão>> 4 - Calculado: 0.342986106, Desejado: 0.0, Erro: 0.058819735
Padrão>> 5 - Calculado: 0.907217297, Desejado: 1.0, Erro: 0.004304315
Padrão>> 6 - Calculado: 0.342338210, Desejado: 0.0, Erro: 0.058597725
Padrão>> 7 - Calculado: 0.457346466, Desejado: 0.0, Erro: 0.104582895
Padrão>> 8 - Calculado: 0.263223892, Desejado: 0.0, Erro: 0.034643409
Padrão>> 9 - Calculado: 0.900438653, Desejado: 1.0, Erro: 0.004956231
Padrão>> 10 - Calculado: 0.226098621, Desejado: 1.0, Erro: 0.299461672
Padrão>> 11 - Calculado: 0.992099593, Desejado: 1.0, Erro: 0.000031208
Padrão>> 12 - Calculado: 0.257764101, Desejado: 1.0, Erro: 0.275457065
Padrão>> 13 - Calculado: 0.983908360, Desejado: 1.0, Erro: 0.000129470
Padrão>> 14 - Calculado: 0.264755421, Desejado: 0.0, Erro: 0.035047717
Padrão>> 15 - Calculado: 0.290783891, Desejado: 0.0, Erro: 0.042277636
Padrão>> 16 - Calculado: 0.997647037, Desejado: 1.0, Erro: 0.000002768
Padrão>> 17 - Calculado: 0.551106530, Desejado: 0.0, Erro: 0.151859204
Padrão>> 18 - Calculado: 0.204439811, Desejado: 1.0, Erro: 0.316458007
Padrão>> 19 - Calculado: 0.851912403, Desejado: 1.0, Erro: 0.010964968
Padrão>> 20 - Calculado: 0.347020192, Desejado: 0.0, Erro: 0.060211507
Padrão>> 21 - Calculado: 0.893656946, Desejado: 1.0, Erro: 0.005654423
Padrão>> 22 - Calculado: 0.209611933, Desejado: 1.0, Erro: 0.312356648
Padrão>> 23 - Calculado: 0.998371520, Desejado: 1.0, Erro: 0.000001326
Padrão>> 24 - Calculado: 0.987709370, Desejado: 1.0, Erro: 0.000075530
Padrão>> 25 - Calculado: 0.989559604, Desejado: 1.0, Erro: 0.000054501
Padrão>> 26 - Calculado: 0.947639376, Desejado: 1.0, Erro: 0.001370817
Padrão>> 27 - Calculado: 0.909306399, Desejado: 1.0, Erro: 0.004112665
Padrão>> 28 - Calculado: 0.248627369, Desejado: 0.0, Erro: 0.030907784
Padrão>> 29 - Calculado: 0.188197184, Desejado: 1.0, Erro: 0.329511906
Padrão>> 30 - Calculado: 0.889536130, Desejado: 1.0, Erro: 0.006101133
Padrão>> 31 - Calculado: 0.388285889, Desejado: 0.0, Erro: 0.075382966
Padrão>> 32 - Calculado: 0.433083807, Desejado: 1.0, Erro: 0.160696985
Padrão>> 33 - Calculado: 0.290524443, Desejado: 0.0, Erro: 0.042202226
Padrão>> 34 - Calculado: 0.926432187, Desejado: 1.0, Erro: 0.002706112
Padrão>> 35 - Calculado: 0.977244307, Desejado: 1.0, Erro: 0.000258911
Padrão>> 36 - Calculado: 0.498573670, Desejado: 1.0, Erro: 0.125714182
Padrão>> 37 - Calculado: 0.226787633, Desejado: 1.0, Erro: 0.298928682
Padrão>> 38 - Calculado: 0.283614217, Desejado: 1.0, Erro: 0.256604295
Padrão>> 39 - Calculado: 0.931895341, Desejado: 1.0, Erro: 0.002319122
Padrão>> 40 - Calculado: 0.963884641, Desejado: 1.0, Erro: 0.000652160
Padrão>> 41 - Calculado: 0.190894029, Desejado: 1.0, Erro: 0.327326236
Padrão>> 42 - Calculado: 0.238414261, Desejado: 0.0, Erro: 0.028420680
Padrão>> 43 - Calculado: 0.257921616, Desejado: 1.0, Erro: 0.275340164
Padrão>> 44 - Calculado: 0.242105946, Desejado: 0.0, Erro: 0.029307645
Padrão>> 45 - Calculado: 0.968801335, Desejado: 1.0, Erro: 0.000486678
Padrão>> 46 - Calculado: 0.234315118, Desejado: 0.0, Erro: 0.027451787
Padrão>> 47 - Calculado: 0.998106504, Desejado: 1.0, Erro: 0.000001793
Padrão>> 48 - Calculado: 0.988143352, Desejado: 1.0, Erro: 0.000070290
Padrão>> 49 - Calculado: 0.996606409, Desejado: 1.0, Erro: 0.000005758
