Cenário experimental com 3 camadas: Skin_Segmentation_CV_D3-D1

Padrão>> 1 - Calculado: 0.164025010, Desejado: 0.0, Erro: 0.013452102
Padrão>> 2 - Calculado: 0.927936175, Desejado: 1.0, Erro: 0.002596597
Padrão>> 3 - Calculado: 0.225382197, Desejado: 0.0, Erro: 0.025398567
Padrão>> 4 - Calculado: 0.215946546, Desejado: 0.0, Erro: 0.023316455
Padrão>> 5 - Calculado: 0.855954331, Desejado: 1.0, Erro: 0.010374577
Padrão>> 6 - Calculado: 0.218396627, Desejado: 0.0, Erro: 0.023848543
Padrão>> 7 - Calculado: 0.317239129, Desejado: 0.0, Erro: 0.050320332
Padrão>> 8 - Calculado: 0.153093787, Desejado: 0.0, Erro: 0.011718854
Padrão>> 9 - Calculado: 0.847244189, Desejado: 1.0, Erro: 0.011667169
Padrão>> 10 - Calculado: 0.123365170, Desejado: 1.0, Erro: 0.384244313
Padrão>> 11 - Calculado: 0.986693342, Desejado: 1.0, Erro: 0.000088534
Padrão>> 12 - Calculado: 0.148336269, Desejado: 1.0, Erro: 0.362665555
Padrão>> 13 - Calculado: 0.972630554, Desejado: 1.0, Erro: 0.000374543
Padrão>> 14 - Calculado: 0.152714388, Desejado: 0.0, Erro: 0.011660842
Padrão>> 15 - Calculado: 0.173509747, Desejado: 0.0, Erro: 0.015052816
Padrão>> 16 - Calculado: 0.995906549, Desejado: 1.0, Erro: 0.000008378
Padrão>> 17 - Calculado: 0.406990501, Desejado: 0.0, Erro: 0.082820634
Padrão>> 18 - Calculado: 0.108570380, Desejado: 1.0, Erro: 0.397323384
Padrão>> 19 - Calculado: 0.776465520, Desejado: 1.0, Erro: 0.024983832
Padrão>> 20 - Calculado: 0.221941730, Desejado: 0.0, Erro: 0.024629066
Padrão>> 21 - Calculado: 0.833727874, Desejado: 1.0, Erro: 0.013823210
Padrão>> 22 - Calculado: 0.111726145, Desejado: 1.0, Erro: 0.394515221
Padrão>> 23 - Calculado: 0.997064182, Desejado: 1.0, Erro: 0.000004310
Padrão>> 24 - Calculado: 0.979372601, Desejado: 1.0, Erro: 0.000212745
Padrão>> 25 - Calculado: 0.982013344, Desejado: 1.0, Erro: 0.000161760
Padrão>> 26 - Calculado: 0.917256328, Desejado: 1.0, Erro: 0.003423258
Padrão>> 27 - Calculado: 0.855672518, Desejado: 1.0, Erro: 0.010415211
Padrão>> 28 - Calculado: 0.140979131, Desejado: 0.0, Erro: 0.009937558
Padrão>> 29 - Calculado: 0.094882637, Desejado: 1.0, Erro: 0.409618721
Padrão>> 30 - Calculado: 0.828206033, Desejado: 1.0, Erro: 0.014756583
Padrão>> 31 - Calculado: 0.256250031, Desejado: 0.0, Erro: 0.032832039
Padrão>> 32 - Calculado: 0.294275245, Desejado: 1.0, Erro: 0.249023715
Padrão>> 33 - Calculado: 0.175311865, Desejado: 0.0, Erro: 0.015367125
Padrão>> 34 - Calculado: 0.884152492, Desejado: 1.0, Erro: 0.006710323
Padrão>> 35 - Calculado: 0.961875790, Desejado: 1.0, Erro: 0.000726728
Padrão>> 36 - Calculado: 0.348998766, Desejado: 1.0, Erro: 0.211901304
Padrão>> 37 - Calculado: 0.123679580, Desejado: 1.0, Erro: 0.383968739
Padrão>> 38 - Calculado: 0.165788509, Desejado: 1.0, Erro: 0.347954406
Padrão>> 39 - Calculado: 0.894661095, Desejado: 1.0, Erro: 0.005548143
Padrão>> 40 - Calculado: 0.937192513, Desejado: 1.0, Erro: 0.001972390
Padrão>> 41 - Calculado: 0.097001632, Desejado: 1.0, Erro: 0.407703026
Padrão>> 42 - Calculado: 0.134099479, Desejado: 0.0, Erro: 0.008991335
Padrão>> 43 - Calculado: 0.148956422, Desejado: 1.0, Erro: 0.362137585
Padrão>> 44 - Calculado: 0.136758025, Desejado: 0.0, Erro: 0.009351379
Padrão>> 45 - Calculado: 0.947008186, Desejado: 1.0, Erro: 0.001404066
Padrão>> 46 - Calculado: 0.130051584, Desejado: 0.0, Erro: 0.008456707
Padrão>> 47 - Calculado: 0.996591381, Desejado: 1.0, Erro: 0.000005809
Padrão>> 48 - Calculado: 0.978928655, Desejado: 1.0, Erro: 0.000222001
Padrão>> 49 - Calculado: 0.993969348, Desejado: 1.0, Erro: 0.000018184
Padrão>> 50 - Calculado: 0.939866448, Desejado: 1.0, Erro: 0.001808022
Padrão>> 51 - Calculado: 0.982993622, Desejado: 1.0, Erro: 0.000144608
Padrão>> 52 - Calculado: 0.131383910, Desejado: 0.0, Erro: 0.008630866
Padrão>> 53 - Calculado: 0.484728001, Desejado: 1.0, Erro: 0.132752616
Padrão>> 54 - Calculado: 0.978557072, Desejado: 1.0, Erro: 0.000229900
Padrão>> 55 - Calculado: 0.135864472, Desejado: 0.0, Erro: 0.009229577
Padrão>> 56 - Calculado: 0.403160799, Desejado: 1.0, Erro: 0.178108516
Padrão>> 57 - Calculado: 0.262150737, Desejado: 0.0, Erro: 0.034361504
Padrão>> 58 - Calculado: 0.132111951, Desejado: 0.0, Erro: 0.008726784
Padrão>> 59 - Calculado: 0.565144628, Desejado: 1.0, Erro: 0.094549597
Padrão>> 60 - Calculado: 0.357341672, Desejado: 0.0, Erro: 0.063846535
Padrão>> 61 - Calculado: 0.114743146, Desejado: 0.0, Erro: 0.006582995
Padrão>> 62 - Calculado: 0.978404332, Desejado: 1.0, Erro: 0.000233186
Padrão>> 63 - Calculado: 0.978100376, Desejado: 1.0, Erro: 0.000239797
Padrão>> 64 - Calculado: 0.174632709, Desejado: 1.0, Erro: 0.340615583
Padrão>> 65 - Calculado: 0.916688114, Desejado: 1.0, Erro: 0.003470435
Padrão>> 66 - Calculado: 0.792006365, Desejado: 1.0, Erro: 0.021630676
Padrão>> 67 - Calculado: 0.974235078, Desejado: 1.0, Erro: 0.000331916
Padrão>> 68 - Calculado: 0.245140285, Desejado: 0.0, Erro: 0.030046880
