Cenário experimental com 3 camadas: Skin_Segmentation_CV_D3-D4

Padrão>> 1 - Calculado: 0.191879161, Desejado: 0.0, Erro: 0.018408806
Padrão>> 2 - Calculado: 0.163540324, Desejado: 0.0, Erro: 0.013372719
Padrão>> 3 - Calculado: 0.957831580, Desejado: 1.0, Erro: 0.000889088
Padrão>> 4 - Calculado: 0.291614216, Desejado: 0.0, Erro: 0.042519426
Padrão>> 5 - Calculado: 0.168177214, Desejado: 0.0, Erro: 0.014141788
Padrão>> 6 - Calculado: 0.249690759, Desejado: 0.0, Erro: 0.031172738
Padrão>> 7 - Calculado: 0.971239309, Desejado: 1.0, Erro: 0.000413589
Padrão>> 8 - Calculado: 0.971773952, Desejado: 1.0, Erro: 0.000398355
Padrão>> 9 - Calculado: 0.139976350, Desejado: 1.0, Erro: 0.369820339
Padrão>> 10 - Calculado: 0.253934853, Desejado: 0.0, Erro: 0.032241455
Padrão>> 11 - Calculado: 0.132459663, Desejado: 0.0, Erro: 0.008772781
Padrão>> 12 - Calculado: 0.852382405, Desejado: 1.0, Erro: 0.010895477
Padrão>> 13 - Calculado: 0.246388443, Desejado: 0.0, Erro: 0.030353633
Padrão>> 14 - Calculado: 0.235548372, Desejado: 0.0, Erro: 0.027741518
Padrão>> 15 - Calculado: 0.697119873, Desejado: 1.0, Erro: 0.045868186
Padrão>> 16 - Calculado: 0.946725366, Desejado: 1.0, Erro: 0.001419093
Padrão>> 17 - Calculado: 0.988989479, Desejado: 1.0, Erro: 0.000060616
Padrão>> 18 - Calculado: 0.108129777, Desejado: 1.0, Erro: 0.397716247
Padrão>> 19 - Calculado: 0.153869986, Desejado: 0.0, Erro: 0.011837986
Padrão>> 20 - Calculado: 0.113797453, Desejado: 1.0, Erro: 0.392677477
Padrão>> 21 - Calculado: 0.971404852, Desejado: 1.0, Erro: 0.000408841
Padrão>> 22 - Calculado: 0.863968512, Desejado: 1.0, Erro: 0.009252283
Padrão>> 23 - Calculado: 0.179736377, Desejado: 0.0, Erro: 0.016152583
Padrão>> 24 - Calculado: 0.131924223, Desejado: 0.0, Erro: 0.008702000
Padrão>> 25 - Calculado: 0.089149038, Desejado: 1.0, Erro: 0.414824737
Padrão>> 26 - Calculado: 0.991743289, Desejado: 1.0, Erro: 0.000034087
Padrão>> 27 - Calculado: 0.135862801, Desejado: 0.0, Erro: 0.009229350
Padrão>> 28 - Calculado: 0.172959563, Desejado: 0.0, Erro: 0.014957505
Padrão>> 29 - Calculado: 0.153510494, Desejado: 1.0, Erro: 0.358272242
Padrão>> 30 - Calculado: 0.144064646, Desejado: 0.0, Erro: 0.010377311
Padrão>> 31 - Calculado: 0.997916414, Desejado: 1.0, Erro: 0.000002171
Padrão>> 32 - Calculado: 0.187937867, Desejado: 0.0, Erro: 0.017660321
Padrão>> 33 - Calculado: 0.433876230, Desejado: 1.0, Erro: 0.160248062
Padrão>> 34 - Calculado: 0.541054604, Desejado: 0.0, Erro: 0.146370042
Padrão>> 35 - Calculado: 0.186850013, Desejado: 0.0, Erro: 0.017456464
Padrão>> 36 - Calculado: 0.890112357, Desejado: 1.0, Erro: 0.006037647
Padrão>> 37 - Calculado: 0.145738063, Desejado: 0.0, Erro: 0.010619792
Padrão>> 38 - Calculado: 0.183027271, Desejado: 0.0, Erro: 0.016749491
Padrão>> 39 - Calculado: 0.216462427, Desejado: 0.0, Erro: 0.023427991
Padrão>> 40 - Calculado: 0.978899199, Desejado: 1.0, Erro: 0.000222622
Padrão>> 41 - Calculado: 0.231054448, Desejado: 0.0, Erro: 0.026693079
Padrão>> 42 - Calculado: 0.891300834, Desejado: 1.0, Erro: 0.005907754
Padrão>> 43 - Calculado: 0.300536289, Desejado: 0.0, Erro: 0.045161031
Padrão>> 44 - Calculado: 0.158930750, Desejado: 1.0, Erro: 0.353698742
Padrão>> 45 - Calculado: 0.127584811, Desejado: 0.0, Erro: 0.008138942
Padrão>> 46 - Calculado: 0.993217850, Desejado: 1.0, Erro: 0.000022999
Padrão>> 47 - Calculado: 0.963036917, Desejado: 1.0, Erro: 0.000683135
Padrão>> 48 - Calculado: 0.230253970, Desejado: 0.0, Erro: 0.026508445
Padrão>> 49 - Calculado: 0.752772800, Desejado: 1.0, Erro: 0.030560644
Padrão>> 50 - Calculado: 0.138393106, Desejado: 0.0, Erro: 0.009576326
Padrão>> 51 - Calculado: 0.164233040, Desejado: 1.0, Erro: 0.349253206
Padrão>> 52 - Calculado: 0.925453364, Desejado: 1.0, Erro: 0.002778600
Padrão>> 53 - Calculado: 0.191673689, Desejado: 0.0, Erro: 0.018369402
Padrão>> 54 - Calculado: 0.134219057, Desejado: 0.0, Erro: 0.009007378
Padrão>> 55 - Calculado: 0.220184590, Desejado: 0.0, Erro: 0.024240627
Padrão>> 56 - Calculado: 0.142265744, Desejado: 0.0, Erro: 0.010119771
Padrão>> 57 - Calculado: 0.262191899, Desejado: 0.0, Erro: 0.034372296
Padrão>> 58 - Calculado: 0.243153810, Desejado: 0.0, Erro: 0.029561888
Padrão>> 59 - Calculado: 0.163805589, Desejado: 0.0, Erro: 0.013416136
Padrão>> 60 - Calculado: 0.216075759, Desejado: 1.0, Erro: 0.307268608
Padrão>> 61 - Calculado: 0.203599868, Desejado: 0.0, Erro: 0.020726453
Padrão>> 62 - Calculado: 0.401676776, Desejado: 0.0, Erro: 0.080672116
Padrão>> 63 - Calculado: 0.882534370, Desejado: 1.0, Erro: 0.006899087
Padrão>> 64 - Calculado: 0.169614215, Desejado: 0.0, Erro: 0.014384491
Padrão>> 65 - Calculado: 0.156217487, Desejado: 0.0, Erro: 0.012201952
Padrão>> 66 - Calculado: 0.972323455, Desejado: 1.0, Erro: 0.000382996
Padrão>> 67 - Calculado: 0.939743380, Desejado: 1.0, Erro: 0.001815430
Padrão>> 68 - Calculado: 0.178440632, Desejado: 0.0, Erro: 0.015920530
Padrão>> 69 - Calculado: 0.989088872, Desejado: 1.0, Erro: 0.000059526
Padrão>> 70 - Calculado: 0.367346594, Desejado: 0.0, Erro: 0.067471760
Padrão>> 71 - Calculado: 0.156226211, Desejado: 0.0, Erro: 0.012203314
Padrão>> 72 - Calculado: 0.637078285, Desejado: 1.0, Erro: 0.065856086
Padrão>> 73 - Calculado: 0.928109936, Desejado: 1.0, Erro: 0.002584091
Padrão>> 74 - Calculado: 0.133155722, Desejado: 0.0, Erro: 0.008865223
Padrão>> 75 - Calculado: 0.908631032, Desejado: 1.0, Erro: 0.004174144
Padrão>> 76 - Calculado: 0.895593193, Desejado: 1.0, Erro: 0.005450391
Padrão>> 77 - Calculado: 0.269465249, Desejado: 0.0, Erro: 0.036305760
Padrão>> 78 - Calculado: 0.287870883, Desejado: 0.0, Erro: 0.041434823
Padrão>> 79 - Calculado: 0.208174057, Desejado: 1.0, Erro: 0.313494162
Padrão>> 80 - Calculado: 0.183859590, Desejado: 0.0, Erro: 0.016902174
Padrão>> 81 - Calculado: 0.975848348, Desejado: 1.0, Erro: 0.000291651
Padrão>> 82 - Calculado: 0.810231145, Desejado: 1.0, Erro: 0.018006109
Padrão>> 83 - Calculado: 0.988887684, Desejado: 1.0, Erro: 0.000061742
Padrão>> 84 - Calculado: 0.829337821, Desejado: 1.0, Erro: 0.014562790
Padrão>> 85 - Calculado: 0.965276049, Desejado: 1.0, Erro: 0.000602876
Padrão>> 86 - Calculado: 0.203083118, Desejado: 0.0, Erro: 0.020621376
Padrão>> 87 - Calculado: 0.981533051, Desejado: 1.0, Erro: 0.000170514
Padrão>> 88 - Calculado: 0.147389633, Desejado: 1.0, Erro: 0.363472219
Padrão>> 89 - Calculado: 0.222776471, Desejado: 0.0, Erro: 0.024814678
Padrão>> 90 - Calculado: 0.128023186, Desejado: 0.0, Erro: 0.008194968
Padrão>> 91 - Calculado: 0.199153615, Desejado: 0.0, Erro: 0.019831081
Padrão>> 92 - Calculado: 0.243274031, Desejado: 0.0, Erro: 0.029591127
Padrão>> 93 - Calculado: 0.306917555, Desejado: 0.0, Erro: 0.047099193
Padrão>> 94 - Calculado: 0.130797122, Desejado: 1.0, Erro: 0.377756821
Padrão>> 95 - Calculado: 0.990567381, Desejado: 1.0, Erro: 0.000044487
Padrão>> 96 - Calculado: 0.964524469, Desejado: 1.0, Erro: 0.000629257
Padrão>> 97 - Calculado: 0.219179261, Desejado: 0.0, Erro: 0.024019774
Padrão>> 98 - Calculado: 0.915469347, Desejado: 1.0, Erro: 0.003572716
Padrão>> 99 - Calculado: 0.995412002, Desejado: 1.0, Erro: 0.000010525
Padrão>> 100 - Calculado: 0.115108741, Desejado: 0.0, Erro: 0.006625011
Padrão>> 101 - Calculado: 0.153371794, Desejado: 0.0, Erro: 0.011761454
Padrão>> 102 - Calculado: 0.185080094, Desejado: 0.0, Erro: 0.017127321
Padrão>> 103 - Calculado: 0.890351503, Desejado: 1.0, Erro: 0.006011396
Padrão>> 104 - Calculado: 0.176569633, Desejado: 0.0, Erro: 0.015588418
Padrão>> 105 - Calculado: 0.263057129, Desejado: 0.0, Erro: 0.034599527
Padrão>> 106 - Calculado: 0.090003651, Desejado: 1.0, Erro: 0.414046677
Padrão>> 107 - Calculado: 0.985534996, Desejado: 1.0, Erro: 0.000104618
Padrão>> 108 - Calculado: 0.131865942, Desejado: 0.0, Erro: 0.008694313
Padrão>> 109 - Calculado: 0.259485018, Desejado: 0.0, Erro: 0.033666237
Padrão>> 110 - Calculado: 0.868504820, Desejado: 1.0, Erro: 0.008645491
Padrão>> 111 - Calculado: 0.939241262, Desejado: 1.0, Erro: 0.001845812
Padrão>> 112 - Calculado: 0.126105923, Desejado: 0.0, Erro: 0.007951352
Padrão>> 113 - Calculado: 0.142444964, Desejado: 0.0, Erro: 0.010145284
Padrão>> 114 - Calculado: 0.951663444, Desejado: 1.0, Erro: 0.001168211
Padrão>> 115 - Calculado: 0.844600589, Desejado: 1.0, Erro: 0.012074488
Padrão>> 116 - Calculado: 0.131033502, Desejado: 0.0, Erro: 0.008584889
Padrão>> 117 - Calculado: 0.490346710, Desejado: 0.0, Erro: 0.120219948
Padrão>> 118 - Calculado: 0.991158599, Desejado: 1.0, Erro: 0.000039085
Padrão>> 119 - Calculado: 0.127763938, Desejado: 0.0, Erro: 0.008161812
Padrão>> 120 - Calculado: 0.181313431, Desejado: 1.0, Erro: 0.335123849
Padrão>> 121 - Calculado: 0.878113578, Desejado: 1.0, Erro: 0.007428150
Padrão>> 122 - Calculado: 0.229573325, Desejado: 0.0, Erro: 0.026351956
Padrão>> 123 - Calculado: 0.384511055, Desejado: 1.0, Erro: 0.189413321
Padrão>> 124 - Calculado: 0.185326371, Desejado: 0.0, Erro: 0.017172932
Padrão>> 125 - Calculado: 0.142152190, Desejado: 1.0, Erro: 0.367951432
Padrão>> 126 - Calculado: 0.966557885, Desejado: 1.0, Erro: 0.000559188
Padrão>> 127 - Calculado: 0.130147295, Desejado: 0.0, Erro: 0.008469159
Padrão>> 128 - Calculado: 0.160239729, Desejado: 0.0, Erro: 0.012838385
Padrão>> 129 - Calculado: 0.131306357, Desejado: 0.0, Erro: 0.008620680
Padrão>> 130 - Calculado: 0.249586264, Desejado: 0.0, Erro: 0.031146652
Padrão>> 131 - Calculado: 0.140184821, Desejado: 0.0, Erro: 0.009825892
Padrão>> 132 - Calculado: 0.135248354, Desejado: 0.0, Erro: 0.009146059
Padrão>> 133 - Calculado: 0.091905886, Desejado: 1.0, Erro: 0.412317460
Padrão>> 134 - Calculado: 0.977464596, Desejado: 1.0, Erro: 0.000253922
Padrão>> 135 - Calculado: 0.196389081, Desejado: 0.0, Erro: 0.019284336
Padrão>> 136 - Calculado: 0.893420775, Desejado: 1.0, Erro: 0.005679566
Padrão>> 137 - Calculado: 0.600444326, Desejado: 0.0, Erro: 0.180266694
Padrão>> 138 - Calculado: 0.286841059, Desejado: 0.0, Erro: 0.041138897
