Cenário experimental com 3 camadas: Skin_Segmentation_CV_D2-D3

Padrão>> 1 - Calculado: 0.252010963, Desejado: 0.0, Erro: 0.031754763
Padrão>> 2 - Calculado: 0.280324004, Desejado: 0.0, Erro: 0.039290773
Padrão>> 3 - Calculado: 0.978298691, Desejado: 1.0, Erro: 0.000235473
Padrão>> 4 - Calculado: 0.934319741, Desejado: 1.0, Erro: 0.002156948
Padrão>> 5 - Calculado: 0.996866715, Desejado: 1.0, Erro: 0.000004909
Padrão>> 6 - Calculado: 0.180725204, Desejado: 1.0, Erro: 0.335605595
Padrão>> 7 - Calculado: 0.997757434, Desejado: 1.0, Erro: 0.000002515
Padrão>> 8 - Calculado: 0.821223761, Desejado: 1.0, Erro: 0.015980472
Padrão>> 9 - Calculado: 0.225436926, Desejado: 0.0, Erro: 0.025410904
Padrão>> 10 - Calculado: 0.207993974, Desejado: 1.0, Erro: 0.313636772
Padrão>> 11 - Calculado: 0.939361755, Desejado: 1.0, Erro: 0.001838498
Padrão>> 12 - Calculado: 0.215264136, Desejado: 0.0, Erro: 0.023169324
Padrão>> 13 - Calculado: 0.927598233, Desejado: 1.0, Erro: 0.002621008
Padrão>> 14 - Calculado: 0.213545476, Desejado: 1.0, Erro: 0.309255359
Padrão>> 15 - Calculado: 0.321887423, Desejado: 0.0, Erro: 0.051805757
Padrão>> 16 - Calculado: 0.919738283, Desejado: 1.0, Erro: 0.003220972
Padrão>> 17 - Calculado: 0.396932671, Desejado: 0.0, Erro: 0.078777773
Padrão>> 18 - Calculado: 0.437659397, Desejado: 0.0, Erro: 0.095772874
Padrão>> 19 - Calculado: 0.967635019, Desejado: 1.0, Erro: 0.000523746
Padrão>> 20 - Calculado: 0.248302151, Desejado: 1.0, Erro: 0.282524828
Padrão>> 21 - Calculado: 0.333515341, Desejado: 0.0, Erro: 0.055616241
Padrão>> 22 - Calculado: 0.224360450, Desejado: 0.0, Erro: 0.025168806
Padrão>> 23 - Calculado: 0.258490065, Desejado: 0.0, Erro: 0.033408557
Padrão>> 24 - Calculado: 0.221619338, Desejado: 0.0, Erro: 0.024557565
Padrão>> 25 - Calculado: 0.947518433, Desejado: 1.0, Erro: 0.001377157
Padrão>> 26 - Calculado: 0.221537955, Desejado: 0.0, Erro: 0.024539533
Padrão>> 27 - Calculado: 0.475915623, Desejado: 1.0, Erro: 0.137332217
Padrão>> 28 - Calculado: 0.263616351, Desejado: 0.0, Erro: 0.034746790
Padrão>> 29 - Calculado: 0.337541051, Desejado: 0.0, Erro: 0.056966981
Padrão>> 30 - Calculado: 0.378759861, Desejado: 0.0, Erro: 0.071729516
Padrão>> 31 - Calculado: 0.994024953, Desejado: 1.0, Erro: 0.000017851
Padrão>> 32 - Calculado: 0.266178192, Desejado: 0.0, Erro: 0.035425415
Padrão>> 33 - Calculado: 0.427758284, Desejado: 0.0, Erro: 0.091488575
Padrão>> 34 - Calculado: 0.539527553, Desejado: 1.0, Erro: 0.106017437
Padrão>> 35 - Calculado: 0.328763167, Desejado: 0.0, Erro: 0.054042610
Padrão>> 36 - Calculado: 0.423392437, Desejado: 1.0, Erro: 0.166238141
Padrão>> 37 - Calculado: 0.262142730, Desejado: 0.0, Erro: 0.034359406
Padrão>> 38 - Calculado: 0.297784050, Desejado: 0.0, Erro: 0.044337670
Padrão>> 39 - Calculado: 0.337428311, Desejado: 0.0, Erro: 0.056928933
Padrão>> 40 - Calculado: 0.991675330, Desejado: 1.0, Erro: 0.000034650
Padrão>> 41 - Calculado: 0.219578997, Desejado: 0.0, Erro: 0.024107468
Padrão>> 42 - Calculado: 0.254565907, Desejado: 0.0, Erro: 0.032401901
Padrão>> 43 - Calculado: 0.267066778, Desejado: 0.0, Erro: 0.035662332
Padrão>> 44 - Calculado: 0.330892253, Desejado: 0.0, Erro: 0.054744842
Padrão>> 45 - Calculado: 0.416007552, Desejado: 0.0, Erro: 0.086531142
Padrão>> 46 - Calculado: 0.252414170, Desejado: 0.0, Erro: 0.031856457
Padrão>> 47 - Calculado: 0.954807645, Desejado: 1.0, Erro: 0.001021174
Padrão>> 48 - Calculado: 0.423657149, Desejado: 0.0, Erro: 0.089742690
Padrão>> 49 - Calculado: 0.952202904, Desejado: 1.0, Erro: 0.001142281
Padrão>> 50 - Calculado: 0.376292861, Desejado: 0.0, Erro: 0.070798158
Padrão>> 51 - Calculado: 0.943103748, Desejado: 1.0, Erro: 0.001618592
Padrão>> 52 - Calculado: 0.992928875, Desejado: 1.0, Erro: 0.000025000
Padrão>> 53 - Calculado: 0.235374525, Desejado: 0.0, Erro: 0.027700584
Padrão>> 54 - Calculado: 0.725283265, Desejado: 1.0, Erro: 0.037734642
Padrão>> 55 - Calculado: 0.291060671, Desejado: 1.0, Erro: 0.251297486
Padrão>> 56 - Calculado: 0.319596349, Desejado: 0.0, Erro: 0.051070913
Padrão>> 57 - Calculado: 0.264340179, Desejado: 0.0, Erro: 0.034937865
Padrão>> 58 - Calculado: 0.341719437, Desejado: 0.0, Erro: 0.058386087
Padrão>> 59 - Calculado: 0.370738557, Desejado: 0.0, Erro: 0.068723539
Padrão>> 60 - Calculado: 0.989509730, Desejado: 1.0, Erro: 0.000055023
Padrão>> 61 - Calculado: 0.994587058, Desejado: 1.0, Erro: 0.000014650
Padrão>> 62 - Calculado: 0.267559980, Desejado: 0.0, Erro: 0.035794171
Padrão>> 63 - Calculado: 0.277692776, Desejado: 0.0, Erro: 0.038556639
Padrão>> 64 - Calculado: 0.984507744, Desejado: 1.0, Erro: 0.000120005
Padrão>> 65 - Calculado: 0.326065293, Desejado: 0.0, Erro: 0.053159288
Padrão>> 66 - Calculado: 0.258481072, Desejado: 0.0, Erro: 0.033406232
Padrão>> 67 - Calculado: 0.408213862, Desejado: 0.0, Erro: 0.083319278
Padrão>> 68 - Calculado: 0.777963951, Desejado: 1.0, Erro: 0.024650004
Padrão>> 69 - Calculado: 0.320417068, Desejado: 0.0, Erro: 0.051333549
Padrão>> 70 - Calculado: 0.937524445, Desejado: 1.0, Erro: 0.001951597
Padrão>> 71 - Calculado: 0.983507636, Desejado: 1.0, Erro: 0.000135999
Padrão>> 72 - Calculado: 0.238802146, Desejado: 0.0, Erro: 0.028513233
Padrão>> 73 - Calculado: 0.545102096, Desejado: 1.0, Erro: 0.103466052
Padrão>> 74 - Calculado: 0.202474602, Desejado: 1.0, Erro: 0.318023380
Padrão>> 75 - Calculado: 0.972372850, Desejado: 1.0, Erro: 0.000381630
Padrão>> 76 - Calculado: 0.251805583, Desejado: 0.0, Erro: 0.031703026
Padrão>> 77 - Calculado: 0.969330219, Desejado: 1.0, Erro: 0.000470318
Padrão>> 78 - Calculado: 0.265518953, Desejado: 0.0, Erro: 0.035250157
Padrão>> 79 - Calculado: 0.314757447, Desejado: 0.0, Erro: 0.049536125
Padrão>> 80 - Calculado: 0.241507591, Desejado: 0.0, Erro: 0.029162958
Padrão>> 81 - Calculado: 0.335156914, Desejado: 0.0, Erro: 0.056165078
Padrão>> 82 - Calculado: 0.180999149, Desejado: 1.0, Erro: 0.335381197
Padrão>> 83 - Calculado: 0.269225220, Desejado: 0.0, Erro: 0.036241110
Padrão>> 84 - Calculado: 0.346788729, Desejado: 0.0, Erro: 0.060131211
Padrão>> 85 - Calculado: 0.265311700, Desejado: 0.0, Erro: 0.035195149
Padrão>> 86 - Calculado: 0.607106598, Desejado: 0.0, Erro: 0.184289210
Padrão>> 87 - Calculado: 0.820744474, Desejado: 1.0, Erro: 0.016066272
Padrão>> 88 - Calculado: 0.980937881, Desejado: 1.0, Erro: 0.000181682
Padrão>> 89 - Calculado: 0.206994498, Desejado: 1.0, Erro: 0.314428863
Padrão>> 90 - Calculado: 0.972142295, Desejado: 1.0, Erro: 0.000388026
Padrão>> 91 - Calculado: 0.693620580, Desejado: 1.0, Erro: 0.046934175
Padrão>> 92 - Calculado: 0.953887139, Desejado: 1.0, Erro: 0.001063198
Padrão>> 93 - Calculado: 0.362744122, Desejado: 0.0, Erro: 0.065791649
Padrão>> 94 - Calculado: 0.930709308, Desejado: 1.0, Erro: 0.002400600
Padrão>> 95 - Calculado: 0.181376265, Desejado: 1.0, Erro: 0.335072410
Padrão>> 96 - Calculado: 0.433596373, Desejado: 0.0, Erro: 0.094002907
Padrão>> 97 - Calculado: 0.905042395, Desejado: 1.0, Erro: 0.004508473
Padrão>> 98 - Calculado: 0.697795452, Desejado: 1.0, Erro: 0.045663794
Padrão>> 99 - Calculado: 0.369493978, Desejado: 0.0, Erro: 0.068262900
Padrão>> 100 - Calculado: 0.448597794, Desejado: 1.0, Erro: 0.152022196
Padrão>> 101 - Calculado: 0.387808260, Desejado: 0.0, Erro: 0.075197623
Padrão>> 102 - Calculado: 0.262258359, Desejado: 0.0, Erro: 0.034389724
Padrão>> 103 - Calculado: 0.354869356, Desejado: 0.0, Erro: 0.062966130
Padrão>> 104 - Calculado: 0.982730002, Desejado: 1.0, Erro: 0.000149126
Padrão>> 105 - Calculado: 0.964257558, Desejado: 1.0, Erro: 0.000638761
Padrão>> 106 - Calculado: 0.566817536, Desejado: 1.0, Erro: 0.093823524
Padrão>> 107 - Calculado: 0.463472403, Desejado: 0.0, Erro: 0.107403334
Padrão>> 108 - Calculado: 0.353527736, Desejado: 0.0, Erro: 0.062490930
Padrão>> 109 - Calculado: 0.241789745, Desejado: 0.0, Erro: 0.029231140
Padrão>> 110 - Calculado: 0.838487593, Desejado: 1.0, Erro: 0.013043129
Padrão>> 111 - Calculado: 0.988566082, Desejado: 1.0, Erro: 0.000065367
Padrão>> 112 - Calculado: 0.975985001, Desejado: 1.0, Erro: 0.000288360
Padrão>> 113 - Calculado: 0.978472431, Desejado: 1.0, Erro: 0.000231718
Padrão>> 114 - Calculado: 0.280257263, Desejado: 0.0, Erro: 0.039272067
Padrão>> 115 - Calculado: 0.958488571, Desejado: 1.0, Erro: 0.000861599
Padrão>> 116 - Calculado: 0.219753260, Desejado: 0.0, Erro: 0.024145748
Padrão>> 117 - Calculado: 0.547919833, Desejado: 0.0, Erro: 0.150108072
Padrão>> 118 - Calculado: 0.395807046, Desejado: 0.0, Erro: 0.078331609
Padrão>> 119 - Calculado: 0.374491072, Desejado: 0.0, Erro: 0.070121782
