Cenário experimental com 3 camadas: Skin_Segmentation_CV_D1-D4

Padrão>> 1 - Calculado: 0.159688178, Desejado: 0.0, Erro: 0.012750157
Padrão>> 2 - Calculado: 0.133282842, Desejado: 0.0, Erro: 0.008882158
Padrão>> 3 - Calculado: 0.973615874, Desejado: 1.0, Erro: 0.000348061
Padrão>> 4 - Calculado: 0.268107497, Desejado: 0.0, Erro: 0.035940815
Padrão>> 5 - Calculado: 0.139868917, Desejado: 0.0, Erro: 0.009781657
Padrão>> 6 - Calculado: 0.238486010, Desejado: 0.0, Erro: 0.028437788
Padrão>> 7 - Calculado: 0.983126502, Desejado: 1.0, Erro: 0.000142357
Padrão>> 8 - Calculado: 0.984496405, Desejado: 1.0, Erro: 0.000120181
Padrão>> 9 - Calculado: 0.120337817, Desejado: 1.0, Erro: 0.386902778
Padrão>> 10 - Calculado: 0.254740016, Desejado: 0.0, Erro: 0.032446238
Padrão>> 11 - Calculado: 0.098614351, Desejado: 0.0, Erro: 0.004862395
Padrão>> 12 - Calculado: 0.890418140, Desejado: 1.0, Erro: 0.006004092
Padrão>> 13 - Calculado: 0.222409439, Desejado: 0.0, Erro: 0.024732979
Padrão>> 14 - Calculado: 0.230037120, Desejado: 0.0, Erro: 0.026458538
Padrão>> 15 - Calculado: 0.799582074, Desejado: 1.0, Erro: 0.020083673
Padrão>> 16 - Calculado: 0.970975803, Desejado: 1.0, Erro: 0.000421202
Padrão>> 17 - Calculado: 0.990598457, Desejado: 1.0, Erro: 0.000044195
Padrão>> 18 - Calculado: 0.073981159, Desejado: 1.0, Erro: 0.428755447
Padrão>> 19 - Calculado: 0.118445717, Desejado: 0.0, Erro: 0.007014694
Padrão>> 20 - Calculado: 0.087522889, Desejado: 1.0, Erro: 0.416307239
Padrão>> 21 - Calculado: 0.986970871, Desejado: 1.0, Erro: 0.000084879
Padrão>> 22 - Calculado: 0.888524437, Desejado: 1.0, Erro: 0.006213401
Padrão>> 23 - Calculado: 0.151867049, Desejado: 0.0, Erro: 0.011531800
Padrão>> 24 - Calculado: 0.097357632, Desejado: 0.0, Erro: 0.004739254
Padrão>> 25 - Calculado: 0.063669327, Desejado: 1.0, Erro: 0.438357565
Padrão>> 26 - Calculado: 0.996541518, Desejado: 1.0, Erro: 0.000005981
Padrão>> 27 - Calculado: 0.103135677, Desejado: 0.0, Erro: 0.005318484
Padrão>> 28 - Calculado: 0.141124433, Desejado: 0.0, Erro: 0.009958053
Padrão>> 29 - Calculado: 0.100339185, Desejado: 1.0, Erro: 0.404694791
Padrão>> 30 - Calculado: 0.107108803, Desejado: 0.0, Erro: 0.005736148
Padrão>> 31 - Calculado: 0.998942267, Desejado: 1.0, Erro: 0.000000559
Padrão>> 32 - Calculado: 0.155180389, Desejado: 0.0, Erro: 0.012040477
Padrão>> 33 - Calculado: 0.475591810, Desejado: 1.0, Erro: 0.137501975
Padrão>> 34 - Calculado: 0.567464376, Desejado: 0.0, Erro: 0.161007909
Padrão>> 35 - Calculado: 0.155334231, Desejado: 0.0, Erro: 0.012064362
Padrão>> 36 - Calculado: 0.939928680, Desejado: 1.0, Erro: 0.001804282
Padrão>> 37 - Calculado: 0.112154305, Desejado: 0.0, Erro: 0.006289294
Padrão>> 38 - Calculado: 0.150279699, Desejado: 0.0, Erro: 0.011291994
Padrão>> 39 - Calculado: 0.206403082, Desejado: 0.0, Erro: 0.021301116
Padrão>> 40 - Calculado: 0.990261174, Desejado: 1.0, Erro: 0.000047422
Padrão>> 41 - Calculado: 0.196052055, Desejado: 0.0, Erro: 0.019218204
Padrão>> 42 - Calculado: 0.893637550, Desejado: 1.0, Erro: 0.005656485
Padrão>> 43 - Calculado: 0.288078345, Desejado: 0.0, Erro: 0.041494566
Padrão>> 44 - Calculado: 0.152084307, Desejado: 1.0, Erro: 0.359480511
Padrão>> 45 - Calculado: 0.093833227, Desejado: 0.0, Erro: 0.004402337
