Cenário experimental com 3 camadas: Skin_Segmentation_CV_D4-D1

Padrão>> 1 - Calculado: 0.153616594, Desejado: 0.0, Erro: 0.011799029
Padrão>> 2 - Calculado: 0.942543842, Desejado: 1.0, Erro: 0.001650605
Padrão>> 3 - Calculado: 0.217048926, Desejado: 0.0, Erro: 0.023555118
Padrão>> 4 - Calculado: 0.204890848, Desejado: 0.0, Erro: 0.020990130
Padrão>> 5 - Calculado: 0.875461764, Desejado: 1.0, Erro: 0.007754886
Padrão>> 6 - Calculado: 0.212323907, Desejado: 0.0, Erro: 0.022540721
Padrão>> 7 - Calculado: 0.312579169, Desejado: 0.0, Erro: 0.048852868
Padrão>> 8 - Calculado: 0.141188000, Desejado: 0.0, Erro: 0.009967026
Padrão>> 9 - Calculado: 0.868602479, Desejado: 1.0, Erro: 0.008632654
Padrão>> 10 - Calculado: 0.110951289, Desejado: 1.0, Erro: 0.395203806
Padrão>> 11 - Calculado: 0.989407290, Desejado: 1.0, Erro: 0.000056103
Padrão>> 12 - Calculado: 0.138310006, Desejado: 1.0, Erro: 0.371254823
Padrão>> 13 - Calculado: 0.979678062, Desejado: 1.0, Erro: 0.000206491
Padrão>> 14 - Calculado: 0.140329097, Desejado: 0.0, Erro: 0.009846128
Padrão>> 15 - Calculado: 0.161956277, Desejado: 0.0, Erro: 0.013114918
Padrão>> 16 - Calculado: 0.997442786, Desejado: 1.0, Erro: 0.000003270
Padrão>> 17 - Calculado: 0.411248625, Desejado: 0.0, Erro: 0.084562716
Padrão>> 18 - Calculado: 0.099365433, Desejado: 1.0, Erro: 0.405571311
Padrão>> 19 - Calculado: 0.800542685, Desejado: 1.0, Erro: 0.019891610
Padrão>> 20 - Calculado: 0.215145315, Desejado: 0.0, Erro: 0.023143753
Padrão>> 21 - Calculado: 0.880679876, Desejado: 1.0, Erro: 0.007118646
Padrão>> 22 - Calculado: 0.102278498, Desejado: 1.0, Erro: 0.402951948
Padrão>> 23 - Calculado: 0.998050201, Desejado: 1.0, Erro: 0.000001901
Padrão>> 24 - Calculado: 0.985006735, Desejado: 1.0, Erro: 0.000112399
Padrão>> 25 - Calculado: 0.987101907, Desejado: 1.0, Erro: 0.000083180
Padrão>> 26 - Calculado: 0.934481303, Desejado: 1.0, Erro: 0.002146350
Padrão>> 27 - Calculado: 0.877806157, Desejado: 1.0, Erro: 0.007465668
Padrão>> 28 - Calculado: 0.129689589, Desejado: 0.0, Erro: 0.008409695
Padrão>> 29 - Calculado: 0.086224959, Desejado: 1.0, Erro: 0.417492413
Padrão>> 30 - Calculado: 0.876673442, Desejado: 1.0, Erro: 0.007604720
Padrão>> 31 - Calculado: 0.250062508, Desejado: 0.0, Erro: 0.031265629
Padrão>> 32 - Calculado: 0.284583492, Desejado: 1.0, Erro: 0.255910390
Padrão>> 33 - Calculado: 0.165132134, Desejado: 0.0, Erro: 0.013634311
Padrão>> 34 - Calculado: 0.898620368, Desejado: 1.0, Erro: 0.005138915
Padrão>> 35 - Calculado: 0.970463297, Desejado: 1.0, Erro: 0.000436208
Padrão>> 36 - Calculado: 0.325812323, Desejado: 1.0, Erro: 0.227264512
Padrão>> 37 - Calculado: 0.110851658, Desejado: 1.0, Erro: 0.395292387
Padrão>> 38 - Calculado: 0.147076111, Desejado: 1.0, Erro: 0.363739580
Padrão>> 39 - Calculado: 0.912116414, Desejado: 1.0, Erro: 0.003861762
Padrão>> 40 - Calculado: 0.950469079, Desejado: 1.0, Erro: 0.001226656
Padrão>> 41 - Calculado: 0.087937344, Desejado: 1.0, Erro: 0.415929144
Padrão>> 42 - Calculado: 0.123398259, Desejado: 0.0, Erro: 0.007613565
Padrão>> 43 - Calculado: 0.140193134, Desejado: 1.0, Erro: 0.369633923
Padrão>> 44 - Calculado: 0.125305751, Desejado: 0.0, Erro: 0.007850766
Padrão>> 45 - Calculado: 0.959626117, Desejado: 1.0, Erro: 0.000815025
Padrão>> 46 - Calculado: 0.119152455, Desejado: 0.0, Erro: 0.007098654
Padrão>> 47 - Calculado: 0.997743055, Desejado: 1.0, Erro: 0.000002547
Padrão>> 48 - Calculado: 0.985048877, Desejado: 1.0, Erro: 0.000111768
Padrão>> 49 - Calculado: 0.995911352, Desejado: 1.0, Erro: 0.000008359
Padrão>> 50 - Calculado: 0.958429097, Desejado: 1.0, Erro: 0.000864070
Padrão>> 51 - Calculado: 0.986759574, Desejado: 1.0, Erro: 0.000087654
Padrão>> 52 - Calculado: 0.120033456, Desejado: 0.0, Erro: 0.007204015
Padrão>> 53 - Calculado: 0.491257743, Desejado: 1.0, Erro: 0.129409342
Padrão>> 54 - Calculado: 0.984567882, Desejado: 1.0, Erro: 0.000119075
Padrão>> 55 - Calculado: 0.124665346, Desejado: 0.0, Erro: 0.007770724
Padrão>> 56 - Calculado: 0.427295322, Desejado: 1.0, Erro: 0.163995324
Padrão>> 57 - Calculado: 0.257177887, Desejado: 0.0, Erro: 0.033070233
Padrão>> 58 - Calculado: 0.121011750, Desejado: 0.0, Erro: 0.007321922
Padrão>> 59 - Calculado: 0.572360896, Desejado: 1.0, Erro: 0.091437602
Padrão>> 60 - Calculado: 0.353753935, Desejado: 0.0, Erro: 0.062570923
Padrão>> 61 - Calculado: 0.104967866, Desejado: 0.0, Erro: 0.005509126
Padrão>> 62 - Calculado: 0.982475103, Desejado: 1.0, Erro: 0.000153561
Padrão>> 63 - Calculado: 0.982734635, Desejado: 1.0, Erro: 0.000149046
Padrão>> 64 - Calculado: 0.159831039, Desejado: 1.0, Erro: 0.352941942
Padrão>> 65 - Calculado: 0.941387405, Desejado: 1.0, Erro: 0.001717718
Padrão>> 66 - Calculado: 0.842677927, Desejado: 1.0, Erro: 0.012375117
Padrão>> 67 - Calculado: 0.983248519, Desejado: 1.0, Erro: 0.000140306
Padrão>> 68 - Calculado: 0.241007036, Desejado: 0.0, Erro: 0.029042196
Padrão>> 69 - Calculado: 0.171081906, Desejado: 0.0, Erro: 0.014634509
Padrão>> 70 - Calculado: 0.983002787, Desejado: 1.0, Erro: 0.000144453
Padrão>> 71 - Calculado: 0.249779008, Desejado: 0.0, Erro: 0.031194777
Padrão>> 72 - Calculado: 0.106800225, Desejado: 0.0, Erro: 0.005703144
Padrão>> 73 - Calculado: 0.157798615, Desejado: 0.0, Erro: 0.012450201
Padrão>> 74 - Calculado: 0.943172810, Desejado: 1.0, Erro: 0.001614665
Padrão>> 75 - Calculado: 0.115829176, Desejado: 1.0, Erro: 0.390879023
Padrão>> 76 - Calculado: 0.251442203, Desejado: 0.0, Erro: 0.031611591
Padrão>> 77 - Calculado: 0.956590054, Desejado: 1.0, Erro: 0.000942212
Padrão>> 78 - Calculado: 0.147814147, Desejado: 0.0, Erro: 0.010924511
Padrão>> 79 - Calculado: 0.107145107, Desejado: 0.0, Erro: 0.005740037
Padrão>> 80 - Calculado: 0.599146317, Desejado: 0.0, Erro: 0.179488155
Padrão>> 81 - Calculado: 0.908892386, Desejado: 1.0, Erro: 0.004150299
Padrão>> 82 - Calculado: 0.920863296, Desejado: 1.0, Erro: 0.003131309
