Cenário experimental com 3 camadas: Skin_Segmentation_CV_D1-D3

Padrão>> 1 - Calculado: 0.114763276, Desejado: 0.0, Erro: 0.006585305
Padrão>> 2 - Calculado: 0.130250959, Desejado: 0.0, Erro: 0.008482656
Padrão>> 3 - Calculado: 0.984677669, Desejado: 1.0, Erro: 0.000117387
Padrão>> 4 - Calculado: 0.945847629, Desejado: 1.0, Erro: 0.001466240
Padrão>> 5 - Calculado: 0.997698134, Desejado: 1.0, Erro: 0.000002649
Padrão>> 6 - Calculado: 0.062237938, Desejado: 1.0, Erro: 0.439698842
Padrão>> 7 - Calculado: 0.998143648, Desejado: 1.0, Erro: 0.000001723
Padrão>> 8 - Calculado: 0.788917956, Desejado: 1.0, Erro: 0.022277815
Padrão>> 9 - Calculado: 0.092070672, Desejado: 0.0, Erro: 0.004238504
Padrão>> 10 - Calculado: 0.082437661, Desejado: 1.0, Erro: 0.420960323
Padrão>> 11 - Calculado: 0.942321184, Desejado: 1.0, Erro: 0.001663423
Padrão>> 12 - Calculado: 0.084934681, Desejado: 0.0, Erro: 0.003606950
Padrão>> 13 - Calculado: 0.952781008, Desejado: 1.0, Erro: 0.001114817
Padrão>> 14 - Calculado: 0.089685857, Desejado: 1.0, Erro: 0.414335920
Padrão>> 15 - Calculado: 0.169163731, Desejado: 0.0, Erro: 0.014308184
Padrão>> 16 - Calculado: 0.888111566, Desejado: 1.0, Erro: 0.006259511
Padrão>> 17 - Calculado: 0.267271753, Desejado: 0.0, Erro: 0.035717095
Padrão>> 18 - Calculado: 0.289064587, Desejado: 0.0, Erro: 0.041779168
Padrão>> 19 - Calculado: 0.969979551, Desejado: 1.0, Erro: 0.000450614
Padrão>> 20 - Calculado: 0.114101855, Desejado: 1.0, Erro: 0.392407762
Padrão>> 21 - Calculado: 0.185709552, Desejado: 0.0, Erro: 0.017244019
Padrão>> 22 - Calculado: 0.091258435, Desejado: 0.0, Erro: 0.004164051
Padrão>> 23 - Calculado: 0.114196570, Desejado: 0.0, Erro: 0.006520428
Padrão>> 24 - Calculado: 0.089784453, Desejado: 0.0, Erro: 0.004030624
Padrão>> 25 - Calculado: 0.903941005, Desejado: 1.0, Erro: 0.004613665
Padrão>> 26 - Calculado: 0.087435903, Desejado: 0.0, Erro: 0.003822519
Padrão>> 27 - Calculado: 0.456172825, Desejado: 1.0, Erro: 0.147873998
Padrão>> 28 - Calculado: 0.124032232, Desejado: 0.0, Erro: 0.007691997
Padrão>> 29 - Calculado: 0.182902632, Desejado: 0.0, Erro: 0.016726686
Padrão>> 30 - Calculado: 0.213318967, Desejado: 0.0, Erro: 0.022752491
Padrão>> 31 - Calculado: 0.995327873, Desejado: 1.0, Erro: 0.000010914
Padrão>> 32 - Calculado: 0.120778267, Desejado: 0.0, Erro: 0.007293695
Padrão>> 33 - Calculado: 0.272884375, Desejado: 0.0, Erro: 0.037232941
Padrão>> 34 - Calculado: 0.463012132, Desejado: 1.0, Erro: 0.144177985
Padrão>> 35 - Calculado: 0.175738400, Desejado: 0.0, Erro: 0.015441993
Padrão>> 36 - Calculado: 0.369766371, Desejado: 1.0, Erro: 0.198597213
Padrão>> 37 - Calculado: 0.120808790, Desejado: 0.0, Erro: 0.007297382
Padrão>> 38 - Calculado: 0.147385634, Desejado: 0.0, Erro: 0.010861263
Padrão>> 39 - Calculado: 0.186075426, Desejado: 0.0, Erro: 0.017312032
