Cenário experimental com 4 camadas: Skin_Segmentation_CV_D3-D4

Padrão>> 1 - Calculado: 0.145560663, Desejado: 0.0, Erro: 0.010593953
Padrão>> 2 - Calculado: 0.186120733, Desejado: 0.0, Erro: 0.017320464
Padrão>> 3 - Calculado: 0.993922056, Desejado: 1.0, Erro: 0.000018471
Padrão>> 4 - Calculado: 0.171562770, Desejado: 0.0, Erro: 0.014716892
Padrão>> 5 - Calculado: 0.172044786, Desejado: 0.0, Erro: 0.014799704
Padrão>> 6 - Calculado: 0.144301377, Desejado: 0.0, Erro: 0.010411444
Padrão>> 7 - Calculado: 0.994266785, Desejado: 1.0, Erro: 0.000016435
Padrão>> 8 - Calculado: 0.994763246, Desejado: 1.0, Erro: 0.000013712
Padrão>> 9 - Calculado: 0.379807892, Desejado: 1.0, Erro: 0.192319126
Padrão>> 10 - Calculado: 0.140446999, Desejado: 0.0, Erro: 0.009862680
Padrão>> 11 - Calculado: 0.309598697, Desejado: 0.0, Erro: 0.047925677
Padrão>> 12 - Calculado: 0.980738816, Desejado: 1.0, Erro: 0.000185497
Padrão>> 13 - Calculado: 0.143580126, Desejado: 0.0, Erro: 0.010307626
Padrão>> 14 - Calculado: 0.137214753, Desejado: 0.0, Erro: 0.009413944
Padrão>> 15 - Calculado: 0.904823872, Desejado: 1.0, Erro: 0.004529248
Padrão>> 16 - Calculado: 0.992458473, Desejado: 1.0, Erro: 0.000028437
Padrão>> 17 - Calculado: 0.995946030, Desejado: 1.0, Erro: 0.000008217
Padrão>> 18 - Calculado: 0.699311054, Desejado: 1.0, Erro: 0.045206921
Padrão>> 19 - Calculado: 0.221686873, Desejado: 0.0, Erro: 0.024572535
Padrão>> 20 - Calculado: 0.621387895, Desejado: 1.0, Erro: 0.071673563
Padrão>> 21 - Calculado: 0.994750047, Desejado: 1.0, Erro: 0.000013781
Padrão>> 22 - Calculado: 0.982900019, Desejado: 1.0, Erro: 0.000146205
Padrão>> 23 - Calculado: 0.155949795, Desejado: 0.0, Erro: 0.012160169
Padrão>> 24 - Calculado: 0.359945245, Desejado: 0.0, Erro: 0.064780290
Padrão>> 25 - Calculado: 0.983393577, Desejado: 1.0, Erro: 0.000137887
Padrão>> 26 - Calculado: 0.996065407, Desejado: 1.0, Erro: 0.000007741
Padrão>> 27 - Calculado: 0.319474789, Desejado: 0.0, Erro: 0.051032070
Padrão>> 28 - Calculado: 0.166017840, Desejado: 0.0, Erro: 0.013780962
Padrão>> 29 - Calculado: 0.179658313, Desejado: 1.0, Erro: 0.336480242
Padrão>> 30 - Calculado: 0.228610881, Desejado: 0.0, Erro: 0.026131467
Padrão>> 31 - Calculado: 0.996539670, Desejado: 1.0, Erro: 0.000005987
Padrão>> 32 - Calculado: 0.146741806, Desejado: 0.0, Erro: 0.010766579
Padrão>> 33 - Calculado: 0.375393441, Desejado: 1.0, Erro: 0.195066677
Padrão>> 34 - Calculado: 0.662623662, Desejado: 0.0, Erro: 0.219535059
Padrão>> 35 - Calculado: 0.153949224, Desejado: 0.0, Erro: 0.011850182
Padrão>> 36 - Calculado: 0.986997617, Desejado: 1.0, Erro: 0.000084531
Padrão>> 37 - Calculado: 0.263135520, Desejado: 0.0, Erro: 0.034620151
Padrão>> 38 - Calculado: 0.151728845, Desejado: 0.0, Erro: 0.011510821
Padrão>> 39 - Calculado: 0.138951203, Desejado: 0.0, Erro: 0.009653718
Padrão>> 40 - Calculado: 0.995122224, Desejado: 1.0, Erro: 0.000011896
Padrão>> 41 - Calculado: 0.140466891, Desejado: 0.0, Erro: 0.009865474
Padrão>> 42 - Calculado: 0.989997491, Desejado: 1.0, Erro: 0.000050025
Padrão>> 43 - Calculado: 0.176550225, Desejado: 0.0, Erro: 0.015584991
Padrão>> 44 - Calculado: 0.248928851, Desejado: 1.0, Erro: 0.282053936
Padrão>> 45 - Calculado: 0.380737657, Desejado: 0.0, Erro: 0.072480582
Padrão>> 46 - Calculado: 0.996156675, Desejado: 1.0, Erro: 0.000007386
Padrão>> 47 - Calculado: 0.993952363, Desejado: 1.0, Erro: 0.000018287
Padrão>> 48 - Calculado: 0.137350113, Desejado: 0.0, Erro: 0.009432527
Padrão>> 49 - Calculado: 0.948017360, Desejado: 1.0, Erro: 0.001351097
Padrão>> 50 - Calculado: 0.298671389, Desejado: 0.0, Erro: 0.044602299
Padrão>> 51 - Calculado: 0.221524263, Desejado: 1.0, Erro: 0.303012237
Padrão>> 52 - Calculado: 0.992130300, Desejado: 1.0, Erro: 0.000030966
Padrão>> 53 - Calculado: 0.144675956, Desejado: 0.0, Erro: 0.010465566
Padrão>> 54 - Calculado: 0.301215337, Desejado: 0.0, Erro: 0.045365339
Padrão>> 55 - Calculado: 0.137880102, Desejado: 0.0, Erro: 0.009505461
