Cenário experimental com 4 camadas: Skin_Segmentation_CV_D2-D3

Padrão>> 1 - Calculado: 0.164953356, Desejado: 0.0, Erro: 0.013604805
Padrão>> 2 - Calculado: 0.123480940, Desejado: 0.0, Erro: 0.007623771
Padrão>> 3 - Calculado: 0.982770600, Desejado: 1.0, Erro: 0.000148426
Padrão>> 4 - Calculado: 0.978793598, Desejado: 1.0, Erro: 0.000224856
Padrão>> 5 - Calculado: 0.984678569, Desejado: 1.0, Erro: 0.000117373
Padrão>> 6 - Calculado: 0.983136544, Desejado: 1.0, Erro: 0.000142188
Padrão>> 7 - Calculado: 0.984730871, Desejado: 1.0, Erro: 0.000116573
Padrão>> 8 - Calculado: 0.954552984, Desejado: 1.0, Erro: 0.001032716
Padrão>> 9 - Calculado: 0.294662133, Desejado: 0.0, Erro: 0.043412886
Padrão>> 10 - Calculado: 0.577146539, Desejado: 1.0, Erro: 0.089402525
Padrão>> 11 - Calculado: 0.977514113, Desejado: 1.0, Erro: 0.000252808
Padrão>> 12 - Calculado: 0.387121671, Desejado: 0.0, Erro: 0.074931594
Padrão>> 13 - Calculado: 0.975291244, Desejado: 1.0, Erro: 0.000305261
Padrão>> 14 - Calculado: 0.416672129, Desejado: 1.0, Erro: 0.170135703
Padrão>> 15 - Calculado: 0.116063007, Desejado: 0.0, Erro: 0.006735311
Padrão>> 16 - Calculado: 0.978296612, Desejado: 1.0, Erro: 0.000235519
Padrão>> 17 - Calculado: 0.154895803, Desejado: 0.0, Erro: 0.011996355
Padrão>> 18 - Calculado: 0.227704024, Desejado: 0.0, Erro: 0.025924561
Padrão>> 19 - Calculado: 0.981446632, Desejado: 1.0, Erro: 0.000172114
Padrão>> 20 - Calculado: 0.171315085, Desejado: 1.0, Erro: 0.343359344
Padrão>> 21 - Calculado: 0.117574827, Desejado: 0.0, Erro: 0.006911920
Padrão>> 22 - Calculado: 0.291592261, Desejado: 0.0, Erro: 0.042513023
Padrão>> 23 - Calculado: 0.148231703, Desejado: 0.0, Erro: 0.010986319
Padrão>> 24 - Calculado: 0.312291142, Desejado: 0.0, Erro: 0.048762879
Padrão>> 25 - Calculado: 0.980732033, Desejado: 1.0, Erro: 0.000185627
Padrão>> 26 - Calculado: 0.306585694, Desejado: 0.0, Erro: 0.046997394
Padrão>> 27 - Calculado: 0.261460973, Desejado: 1.0, Erro: 0.272719947
Padrão>> 28 - Calculado: 0.142861433, Desejado: 0.0, Erro: 0.010204694
Padrão>> 29 - Calculado: 0.121397666, Desejado: 0.0, Erro: 0.007368697
Padrão>> 30 - Calculado: 0.148602133, Desejado: 0.0, Erro: 0.011041297
