Cenário experimental com 4 camadas: Skin_Segmentation_CV_D2-D1

Padrão>> 1 - Calculado: 0.128839142, Desejado: 0.0, Erro: 0.008299762
Padrão>> 2 - Calculado: 0.980589528, Desejado: 1.0, Erro: 0.000188383
Padrão>> 3 - Calculado: 0.129542814, Desejado: 0.0, Erro: 0.008390670
Padrão>> 4 - Calculado: 0.120605670, Desejado: 0.0, Erro: 0.007272864
Padrão>> 5 - Calculado: 0.973643604, Desejado: 1.0, Erro: 0.000347330
Padrão>> 6 - Calculado: 0.118437255, Desejado: 0.0, Erro: 0.007013692
Padrão>> 7 - Calculado: 0.269646125, Desejado: 0.0, Erro: 0.036354516
Padrão>> 8 - Calculado: 0.144538558, Desejado: 0.0, Erro: 0.010445697
Padrão>> 9 - Calculado: 0.972658485, Desejado: 1.0, Erro: 0.000373779
Padrão>> 10 - Calculado: 0.279103709, Desejado: 1.0, Erro: 0.259845731
Padrão>> 11 - Calculado: 0.983706968, Desejado: 1.0, Erro: 0.000132731
Padrão>> 12 - Calculado: 0.144312439, Desejado: 1.0, Erro: 0.366100601
Padrão>> 13 - Calculado: 0.983160386, Desejado: 1.0, Erro: 0.000141786
Padrão>> 14 - Calculado: 0.137775434, Desejado: 0.0, Erro: 0.009491035
Padrão>> 15 - Calculado: 0.118784492, Desejado: 0.0, Erro: 0.007054878
Padrão>> 16 - Calculado: 0.984747613, Desejado: 1.0, Erro: 0.000116318
Padrão>> 17 - Calculado: 0.534756259, Desejado: 0.0, Erro: 0.142982128
Padrão>> 18 - Calculado: 0.690955912, Desejado: 1.0, Erro: 0.047754124
Padrão>> 19 - Calculado: 0.963291961, Desejado: 1.0, Erro: 0.000673740
Padrão>> 20 - Calculado: 0.120061660, Desejado: 0.0, Erro: 0.007207401
Padrão>> 21 - Calculado: 0.975866263, Desejado: 1.0, Erro: 0.000291219
Padrão>> 22 - Calculado: 0.434328445, Desejado: 1.0, Erro: 0.159992154
Padrão>> 23 - Calculado: 0.984844937, Desejado: 1.0, Erro: 0.000114838
Padrão>> 24 - Calculado: 0.983484563, Desejado: 1.0, Erro: 0.000136380
Padrão>> 25 - Calculado: 0.983757240, Desejado: 1.0, Erro: 0.000131914
Padrão>> 26 - Calculado: 0.979354082, Desejado: 1.0, Erro: 0.000213127
Padrão>> 27 - Calculado: 0.974753641, Desejado: 1.0, Erro: 0.000318689
Padrão>> 28 - Calculado: 0.165837921, Desejado: 0.0, Erro: 0.013751108
Padrão>> 29 - Calculado: 0.896439519, Desejado: 1.0, Erro: 0.005362387
