Cenário experimental com 4 camadas: Skin_Segmentation_CV_D4-D1

Padrão>> 1 - Calculado: 0.088529371, Desejado: 0.0, Erro: 0.003918725
Padrão>> 2 - Calculado: 0.982918281, Desejado: 1.0, Erro: 0.000145893
Padrão>> 3 - Calculado: 0.089171891, Desejado: 0.0, Erro: 0.003975813
Padrão>> 4 - Calculado: 0.080770161, Desejado: 0.0, Erro: 0.003261909
Padrão>> 5 - Calculado: 0.974589994, Desejado: 1.0, Erro: 0.000322834
Padrão>> 6 - Calculado: 0.080504789, Desejado: 0.0, Erro: 0.003240511
Padrão>> 7 - Calculado: 0.183172668, Desejado: 0.0, Erro: 0.016776113
Padrão>> 8 - Calculado: 0.100332234, Desejado: 0.0, Erro: 0.005033279
Padrão>> 9 - Calculado: 0.973919408, Desejado: 1.0, Erro: 0.000340099
Padrão>> 10 - Calculado: 0.197945889, Desejado: 1.0, Erro: 0.321645399
Padrão>> 11 - Calculado: 0.987114498, Desejado: 1.0, Erro: 0.000083018
Padrão>> 12 - Calculado: 0.092902346, Desejado: 1.0, Erro: 0.411413077
Padrão>> 13 - Calculado: 0.986478817, Desejado: 1.0, Erro: 0.000091411
Padrão>> 14 - Calculado: 0.091964939, Desejado: 0.0, Erro: 0.004228775
Padrão>> 15 - Calculado: 0.080214120, Desejado: 0.0, Erro: 0.003217153
Padrão>> 16 - Calculado: 0.988517638, Desejado: 1.0, Erro: 0.000065922
Padrão>> 17 - Calculado: 0.350246903, Desejado: 0.0, Erro: 0.061336446
Padrão>> 18 - Calculado: 0.528638869, Desejado: 1.0, Erro: 0.111090658
Padrão>> 19 - Calculado: 0.961100947, Desejado: 1.0, Erro: 0.000756568
Padrão>> 20 - Calculado: 0.080999425, Desejado: 0.0, Erro: 0.003280453
Padrão>> 21 - Calculado: 0.978666824, Desejado: 1.0, Erro: 0.000227552
Padrão>> 22 - Calculado: 0.262316367, Desejado: 1.0, Erro: 0.272088571
Padrão>> 23 - Calculado: 0.988586080, Desejado: 1.0, Erro: 0.000065139
Padrão>> 24 - Calculado: 0.986972407, Desejado: 1.0, Erro: 0.000084859
Padrão>> 25 - Calculado: 0.987238734, Desejado: 1.0, Erro: 0.000081425
Padrão>> 26 - Calculado: 0.982264913, Desejado: 1.0, Erro: 0.000157267
Padrão>> 27 - Calculado: 0.975249845, Desejado: 1.0, Erro: 0.000306285
Padrão>> 28 - Calculado: 0.108847576, Desejado: 0.0, Erro: 0.005923897
Padrão>> 29 - Calculado: 0.773623008, Desejado: 1.0, Erro: 0.025623271
Padrão>> 30 - Calculado: 0.978386555, Desejado: 1.0, Erro: 0.000233570
Padrão>> 31 - Calculado: 0.095048828, Desejado: 0.0, Erro: 0.004517140
Padrão>> 32 - Calculado: 0.108134443, Desejado: 1.0, Erro: 0.397712086
Padrão>> 33 - Calculado: 0.080868815, Desejado: 0.0, Erro: 0.003269883
Padrão>> 34 - Calculado: 0.977105990, Desejado: 1.0, Erro: 0.000262068
Padrão>> 35 - Calculado: 0.985500315, Desejado: 1.0, Erro: 0.000105120
Padrão>> 36 - Calculado: 0.152305119, Desejado: 1.0, Erro: 0.359293306
Padrão>> 37 - Calculado: 0.199194109, Desejado: 1.0, Erro: 0.320645038
Padrão>> 38 - Calculado: 0.098156125, Desejado: 1.0, Erro: 0.406661188
Padrão>> 39 - Calculado: 0.979483590, Desejado: 1.0, Erro: 0.000210462
Padrão>> 40 - Calculado: 0.983639451, Desejado: 1.0, Erro: 0.000133834
Padrão>> 41 - Calculado: 0.699629850, Desejado: 1.0, Erro: 0.045111113
Padrão>> 42 - Calculado: 0.135352036, Desejado: 0.0, Erro: 0.009160087
Padrão>> 43 - Calculado: 0.089900186, Desejado: 1.0, Erro: 0.414140836
Padrão>> 44 - Calculado: 0.133229233, Desejado: 0.0, Erro: 0.008875014
Padrão>> 45 - Calculado: 0.984720822, Desejado: 1.0, Erro: 0.000116727
Padrão>> 46 - Calculado: 0.134906041, Desejado: 0.0, Erro: 0.009099820
Padrão>> 47 - Calculado: 0.988539981, Desejado: 1.0, Erro: 0.000065666
Padrão>> 48 - Calculado: 0.987120919, Desejado: 1.0, Erro: 0.000082935
Padrão>> 49 - Calculado: 0.988256585, Desejado: 1.0, Erro: 0.000068954
Padrão>> 50 - Calculado: 0.985141588, Desejado: 1.0, Erro: 0.000110386
Padrão>> 51 - Calculado: 0.986816111, Desejado: 1.0, Erro: 0.000086907
Padrão>> 52 - Calculado: 0.144892344, Desejado: 0.0, Erro: 0.010496896
Padrão>> 53 - Calculado: 0.563917877, Desejado: 1.0, Erro: 0.095083809
Padrão>> 54 - Calculado: 0.987027647, Desejado: 1.0, Erro: 0.000084141
Padrão>> 55 - Calculado: 0.119451358, Desejado: 0.0, Erro: 0.007134313
Padrão>> 56 - Calculado: 0.558164097, Desejado: 1.0, Erro: 0.097609483
Padrão>> 57 - Calculado: 0.101982898, Desejado: 0.0, Erro: 0.005200256
Padrão>> 58 - Calculado: 0.138651945, Desejado: 0.0, Erro: 0.009612181
Padrão>> 59 - Calculado: 0.753351139, Desejado: 1.0, Erro: 0.030417830
Padrão>> 60 - Calculado: 0.213585063, Desejado: 0.0, Erro: 0.022809290
Padrão>> 61 - Calculado: 0.280053754, Desejado: 0.0, Erro: 0.039215053
Padrão>> 62 - Calculado: 0.986299651, Desejado: 1.0, Erro: 0.000093850
Padrão>> 63 - Calculado: 0.986423660, Desejado: 1.0, Erro: 0.000092159
Padrão>> 64 - Calculado: 0.092157091, Desejado: 1.0, Erro: 0.412089374
Padrão>> 65 - Calculado: 0.983761174, Desejado: 1.0, Erro: 0.000131850
Padrão>> 66 - Calculado: 0.974009655, Desejado: 1.0, Erro: 0.000337749
Padrão>> 67 - Calculado: 0.987167844, Desejado: 1.0, Erro: 0.000082332
Padrão>> 68 - Calculado: 0.090827088, Desejado: 0.0, Erro: 0.004124780
Padrão>> 69 - Calculado: 0.078810139, Desejado: 0.0, Erro: 0.003105519
Padrão>> 70 - Calculado: 0.986889098, Desejado: 1.0, Erro: 0.000085948
