Cenário experimental com 4 camadas: Skin_Segmentation_CV_D1-D2

Padrão>> 1 - Calculado: 0.975678713, Desejado: 1.0, Erro: 0.000295762
Padrão>> 2 - Calculado: 0.846763045, Desejado: 1.0, Erro: 0.011740782
Padrão>> 3 - Calculado: 0.047155522, Desejado: 0.0, Erro: 0.001111822
Padrão>> 4 - Calculado: 0.047979121, Desejado: 0.0, Erro: 0.001150998
Padrão>> 5 - Calculado: 0.246141485, Desejado: 1.0, Erro: 0.284151330
Padrão>> 6 - Calculado: 0.976969326, Desejado: 1.0, Erro: 0.000265206
Padrão>> 7 - Calculado: 0.410186000, Desejado: 0.0, Erro: 0.084126277
Padrão>> 8 - Calculado: 0.897753636, Desejado: 1.0, Erro: 0.005227159
Padrão>> 9 - Calculado: 0.725851624, Desejado: 1.0, Erro: 0.037578666
Padrão>> 10 - Calculado: 0.047266537, Desejado: 0.0, Erro: 0.001117063
Padrão>> 11 - Calculado: 0.048713520, Desejado: 0.0, Erro: 0.001186504
Padrão>> 12 - Calculado: 0.070203324, Desejado: 0.0, Erro: 0.002464253
Padrão>> 13 - Calculado: 0.973600265, Desejado: 1.0, Erro: 0.000348473
Padrão>> 14 - Calculado: 0.978840713, Desejado: 1.0, Erro: 0.000223858
Padrão>> 15 - Calculado: 0.712973135, Desejado: 0.0, Erro: 0.254165345
Padrão>> 16 - Calculado: 0.045850203, Desejado: 0.0, Erro: 0.001051121
Padrão>> 17 - Calculado: 0.894609669, Desejado: 1.0, Erro: 0.005553561
Padrão>> 18 - Calculado: 0.086525184, Desejado: 0.0, Erro: 0.003743304
Padrão>> 19 - Calculado: 0.047836807, Desejado: 0.0, Erro: 0.001144180
Padrão>> 20 - Calculado: 0.085584546, Desejado: 0.0, Erro: 0.003662357
Padrão>> 21 - Calculado: 0.053835799, Desejado: 0.0, Erro: 0.001449147
Padrão>> 22 - Calculado: 0.067876434, Desejado: 0.0, Erro: 0.002303605
Padrão>> 23 - Calculado: 0.980291272, Desejado: 1.0, Erro: 0.000194217
Padrão>> 24 - Calculado: 0.213408994, Desejado: 0.0, Erro: 0.022771699
Padrão>> 25 - Calculado: 0.737968719, Desejado: 1.0, Erro: 0.034330196
Padrão>> 26 - Calculado: 0.573999553, Desejado: 0.0, Erro: 0.164737744
Padrão>> 27 - Calculado: 0.652649044, Desejado: 1.0, Erro: 0.060326343
Padrão>> 28 - Calculado: 0.046646902, Desejado: 0.0, Erro: 0.001087967
Padrão>> 29 - Calculado: 0.063154631, Desejado: 0.0, Erro: 0.001994254
Padrão>> 30 - Calculado: 0.965121161, Desejado: 1.0, Erro: 0.000608267
Padrão>> 31 - Calculado: 0.823313534, Desejado: 1.0, Erro: 0.015609054
Padrão>> 32 - Calculado: 0.963218409, Desejado: 1.0, Erro: 0.000676443
Padrão>> 33 - Calculado: 0.046738049, Desejado: 0.0, Erro: 0.001092223
Padrão>> 34 - Calculado: 0.055250301, Desejado: 0.0, Erro: 0.001526298
Padrão>> 35 - Calculado: 0.047083073, Desejado: 0.0, Erro: 0.001108408
Padrão>> 36 - Calculado: 0.979374663, Desejado: 1.0, Erro: 0.000212702
Padrão>> 37 - Calculado: 0.051657140, Desejado: 0.0, Erro: 0.001334230
Padrão>> 38 - Calculado: 0.046180785, Desejado: 0.0, Erro: 0.001066332
Padrão>> 39 - Calculado: 0.055032798, Desejado: 0.0, Erro: 0.001514304
Padrão>> 40 - Calculado: 0.053607415, Desejado: 1.0, Erro: 0.447829463
Padrão>> 41 - Calculado: 0.062918280, Desejado: 0.0, Erro: 0.001979355
Padrão>> 42 - Calculado: 0.979811753, Desejado: 1.0, Erro: 0.000203783
Padrão>> 43 - Calculado: 0.979697011, Desejado: 1.0, Erro: 0.000206106
Padrão>> 44 - Calculado: 0.078903073, Desejado: 0.0, Erro: 0.003112847
Padrão>> 45 - Calculado: 0.046286648, Desejado: 0.0, Erro: 0.001071227
Padrão>> 46 - Calculado: 0.057965134, Desejado: 0.0, Erro: 0.001679978
Padrão>> 47 - Calculado: 0.049914726, Desejado: 0.0, Erro: 0.001245740
Padrão>> 48 - Calculado: 0.980537467, Desejado: 1.0, Erro: 0.000189395
Padrão>> 49 - Calculado: 0.067074380, Desejado: 0.0, Erro: 0.002249486
Padrão>> 50 - Calculado: 0.061245728, Desejado: 0.0, Erro: 0.001875520
Padrão>> 51 - Calculado: 0.962685443, Desejado: 1.0, Erro: 0.000696188
Padrão>> 52 - Calculado: 0.652070735, Desejado: 0.0, Erro: 0.212598122
Padrão>> 53 - Calculado: 0.902217611, Desejado: 1.0, Erro: 0.004780698
Padrão>> 54 - Calculado: 0.050837375, Desejado: 0.0, Erro: 0.001292219
Padrão>> 55 - Calculado: 0.099192898, Desejado: 0.0, Erro: 0.004919615
Padrão>> 56 - Calculado: 0.151633177, Desejado: 1.0, Erro: 0.359863133
Padrão>> 57 - Calculado: 0.046703486, Desejado: 0.0, Erro: 0.001090608
Padrão>> 58 - Calculado: 0.973890968, Desejado: 1.0, Erro: 0.000340841
Padrão>> 59 - Calculado: 0.125459059, Desejado: 0.0, Erro: 0.007869988
Padrão>> 60 - Calculado: 0.059101014, Desejado: 1.0, Erro: 0.442645451
Padrão>> 61 - Calculado: 0.085171461, Desejado: 0.0, Erro: 0.003627089
Padrão>> 62 - Calculado: 0.961003702, Desejado: 1.0, Erro: 0.000760356
Padrão>> 63 - Calculado: 0.060593159, Desejado: 1.0, Erro: 0.441242607
Padrão>> 64 - Calculado: 0.768444583, Desejado: 0.0, Erro: 0.295253538
Padrão>> 65 - Calculado: 0.066443198, Desejado: 0.0, Erro: 0.002207349
Padrão>> 66 - Calculado: 0.046004667, Desejado: 0.0, Erro: 0.001058215
Padrão>> 67 - Calculado: 0.978160433, Desejado: 1.0, Erro: 0.000238483
Padrão>> 68 - Calculado: 0.054411775, Desejado: 0.0, Erro: 0.001480321
Padrão>> 69 - Calculado: 0.972975321, Desejado: 1.0, Erro: 0.000365167
Padrão>> 70 - Calculado: 0.906966778, Desejado: 1.0, Erro: 0.004327590
Padrão>> 71 - Calculado: 0.980584601, Desejado: 1.0, Erro: 0.000188479
Padrão>> 72 - Calculado: 0.054768120, Desejado: 1.0, Erro: 0.446731654
Padrão>> 73 - Calculado: 0.050589650, Desejado: 0.0, Erro: 0.001279656
Padrão>> 74 - Calculado: 0.151541742, Desejado: 0.0, Erro: 0.011482450
Padrão>> 75 - Calculado: 0.980301287, Desejado: 1.0, Erro: 0.000194020
Padrão>> 76 - Calculado: 0.050422474, Desejado: 0.0, Erro: 0.001271213
Padrão>> 77 - Calculado: 0.970246034, Desejado: 1.0, Erro: 0.000442649
Padrão>> 78 - Calculado: 0.974413883, Desejado: 1.0, Erro: 0.000327325
Padrão>> 79 - Calculado: 0.048657504, Desejado: 0.0, Erro: 0.001183776
Padrão>> 80 - Calculado: 0.425330051, Desejado: 0.0, Erro: 0.090452826
Padrão>> 81 - Calculado: 0.973928163, Desejado: 1.0, Erro: 0.000339870
Padrão>> 82 - Calculado: 0.176806227, Desejado: 0.0, Erro: 0.015630221
Padrão>> 83 - Calculado: 0.091058203, Desejado: 0.0, Erro: 0.004145798
Padrão>> 84 - Calculado: 0.047102354, Desejado: 0.0, Erro: 0.001109316
Padrão>> 85 - Calculado: 0.980051929, Desejado: 1.0, Erro: 0.000198963
Padrão>> 86 - Calculado: 0.708131290, Desejado: 1.0, Erro: 0.042593672
Padrão>> 87 - Calculado: 0.057385541, Desejado: 0.0, Erro: 0.001646550
Padrão>> 88 - Calculado: 0.049300650, Desejado: 0.0, Erro: 0.001215277
Padrão>> 89 - Calculado: 0.121615229, Desejado: 0.0, Erro: 0.007395132
Padrão>> 90 - Calculado: 0.965354059, Desejado: 1.0, Erro: 0.000600171
Padrão>> 91 - Calculado: 0.979300334, Desejado: 1.0, Erro: 0.000214238
Padrão>> 92 - Calculado: 0.298642610, Desejado: 0.0, Erro: 0.044593704
Padrão>> 93 - Calculado: 0.977060844, Desejado: 1.0, Erro: 0.000263102
Padrão>> 94 - Calculado: 0.046286313, Desejado: 0.0, Erro: 0.001071211
Padrão>> 95 - Calculado: 0.047059295, Desejado: 0.0, Erro: 0.001107289
Padrão>> 96 - Calculado: 0.055494575, Desejado: 0.0, Erro: 0.001539824
Padrão>> 97 - Calculado: 0.339143480, Desejado: 1.0, Erro: 0.218365670
Padrão>> 98 - Calculado: 0.170990227, Desejado: 0.0, Erro: 0.014618829
Padrão>> 99 - Calculado: 0.980301081, Desejado: 1.0, Erro: 0.000194024
Padrão>> 100 - Calculado: 0.979064306, Desejado: 1.0, Erro: 0.000219152
Padrão>> 101 - Calculado: 0.978713488, Desejado: 1.0, Erro: 0.000226558
Padrão>> 102 - Calculado: 0.073711667, Desejado: 0.0, Erro: 0.002716705
Padrão>> 103 - Calculado: 0.956583444, Desejado: 1.0, Erro: 0.000942499
Padrão>> 104 - Calculado: 0.294629450, Desejado: 0.0, Erro: 0.043403256
Padrão>> 105 - Calculado: 0.979322978, Desejado: 1.0, Erro: 0.000213770
Padrão>> 106 - Calculado: 0.175898413, Desejado: 1.0, Erro: 0.339571713
Padrão>> 107 - Calculado: 0.175032463, Desejado: 0.0, Erro: 0.015318182
Padrão>> 108 - Calculado: 0.059102301, Desejado: 0.0, Erro: 0.001746541
Padrão>> 109 - Calculado: 0.244432844, Desejado: 1.0, Erro: 0.285440864
Padrão>> 110 - Calculado: 0.141154681, Desejado: 0.0, Erro: 0.009962322
Padrão>> 111 - Calculado: 0.052469926, Desejado: 0.0, Erro: 0.001376547
Padrão>> 112 - Calculado: 0.046527120, Desejado: 0.0, Erro: 0.001082386
Padrão>> 113 - Calculado: 0.980606965, Desejado: 1.0, Erro: 0.000188045
Padrão>> 114 - Calculado: 0.978053659, Desejado: 1.0, Erro: 0.000240821
Padrão>> 115 - Calculado: 0.980732194, Desejado: 1.0, Erro: 0.000185624
Padrão>> 116 - Calculado: 0.046002584, Desejado: 0.0, Erro: 0.001058119
Padrão>> 117 - Calculado: 0.080776641, Desejado: 0.0, Erro: 0.003262433
Padrão>> 118 - Calculado: 0.097859200, Desejado: 0.0, Erro: 0.004788211
Padrão>> 119 - Calculado: 0.047095059, Desejado: 0.0, Erro: 0.001108972
Padrão>> 120 - Calculado: 0.929951753, Desejado: 1.0, Erro: 0.002453378
Padrão>> 121 - Calculado: 0.064625171, Desejado: 0.0, Erro: 0.002088206
Padrão>> 122 - Calculado: 0.353202633, Desejado: 0.0, Erro: 0.062376050
Padrão>> 123 - Calculado: 0.561350230, Desejado: 1.0, Erro: 0.096206810
Padrão>> 124 - Calculado: 0.057371538, Desejado: 0.0, Erro: 0.001645747
Padrão>> 125 - Calculado: 0.421203671, Desejado: 1.0, Erro: 0.167502595
Padrão>> 126 - Calculado: 0.979070059, Desejado: 1.0, Erro: 0.000219031
Padrão>> 127 - Calculado: 0.048385855, Desejado: 0.0, Erro: 0.001170595
Padrão>> 128 - Calculado: 0.114097052, Desejado: 0.0, Erro: 0.006509069
Padrão>> 129 - Calculado: 0.178282645, Desejado: 0.0, Erro: 0.015892351
Padrão>> 130 - Calculado: 0.540470304, Desejado: 1.0, Erro: 0.105583771
Padrão>> 131 - Calculado: 0.071531308, Desejado: 0.0, Erro: 0.002558364
Padrão>> 132 - Calculado: 0.975587595, Desejado: 1.0, Erro: 0.000297983
Padrão>> 133 - Calculado: 0.912251092, Desejado: 1.0, Erro: 0.003849935
Padrão>> 134 - Calculado: 0.059079153, Desejado: 0.0, Erro: 0.001745173
Padrão>> 135 - Calculado: 0.207998103, Desejado: 1.0, Erro: 0.313633502
Padrão>> 136 - Calculado: 0.046956018, Desejado: 0.0, Erro: 0.001102434
Padrão>> 137 - Calculado: 0.057946325, Desejado: 1.0, Erro: 0.443732563
Padrão>> 138 - Calculado: 0.046607919, Desejado: 0.0, Erro: 0.001086149
Padrão>> 139 - Calculado: 0.109961736, Desejado: 0.0, Erro: 0.006045792
Padrão>> 140 - Calculado: 0.976214421, Desejado: 1.0, Erro: 0.000282877
Padrão>> 141 - Calculado: 0.980395946, Desejado: 1.0, Erro: 0.000192159
Padrão>> 142 - Calculado: 0.047925816, Desejado: 0.0, Erro: 0.001148442
Padrão>> 143 - Calculado: 0.234179491, Desejado: 1.0, Erro: 0.293240526
Padrão>> 144 - Calculado: 0.188736871, Desejado: 0.0, Erro: 0.017810803
Padrão>> 145 - Calculado: 0.971612028, Desejado: 1.0, Erro: 0.000402938
Padrão>> 146 - Calculado: 0.126612505, Desejado: 0.0, Erro: 0.008015363
Padrão>> 147 - Calculado: 0.978457797, Desejado: 1.0, Erro: 0.000232033
Padrão>> 148 - Calculado: 0.980719940, Desejado: 1.0, Erro: 0.000185860
Padrão>> 149 - Calculado: 0.967220407, Desejado: 1.0, Erro: 0.000537251
Padrão>> 150 - Calculado: 0.047558870, Desejado: 0.0, Erro: 0.001130923
Padrão>> 151 - Calculado: 0.214463058, Desejado: 1.0, Erro: 0.308534143
Padrão>> 152 - Calculado: 0.931623172, Desejado: 1.0, Erro: 0.002337695
Padrão>> 153 - Calculado: 0.969920371, Desejado: 1.0, Erro: 0.000452392
Padrão>> 154 - Calculado: 0.059261093, Desejado: 0.0, Erro: 0.001755939
Padrão>> 155 - Calculado: 0.089169989, Desejado: 1.0, Erro: 0.414805655
Padrão>> 156 - Calculado: 0.969872605, Desejado: 1.0, Erro: 0.000453830
Padrão>> 157 - Calculado: 0.811021496, Desejado: 1.0, Erro: 0.017856438
Padrão>> 158 - Calculado: 0.959769494, Desejado: 1.0, Erro: 0.000809247
Padrão>> 159 - Calculado: 0.046771181, Desejado: 1.0, Erro: 0.454322591
Padrão>> 160 - Calculado: 0.960654767, Desejado: 1.0, Erro: 0.000774024
Padrão>> 161 - Calculado: 0.065797130, Desejado: 1.0, Erro: 0.436367501
Padrão>> 162 - Calculado: 0.061144804, Desejado: 0.0, Erro: 0.001869344
Padrão>> 163 - Calculado: 0.980582359, Desejado: 1.0, Erro: 0.000188522
Padrão>> 164 - Calculado: 0.973900673, Desejado: 1.0, Erro: 0.000340587
Padrão>> 165 - Calculado: 0.053809026, Desejado: 0.0, Erro: 0.001447706
Padrão>> 166 - Calculado: 0.061387255, Desejado: 1.0, Erro: 0.440496943
Padrão>> 167 - Calculado: 0.876792070, Desejado: 1.0, Erro: 0.007590097
Padrão>> 168 - Calculado: 0.855711121, Desejado: 1.0, Erro: 0.010409640
Padrão>> 169 - Calculado: 0.110277237, Desejado: 1.0, Erro: 0.395803298
