Cenário experimental com 4 camadas: Skin_Segmentation_CV_D3-D5

Padrão>> 1 - Calculado: 0.185543519, Desejado: 0.0, Erro: 0.017213199
Padrão>> 2 - Calculado: 0.144019568, Desejado: 0.0, Erro: 0.010370818
Padrão>> 3 - Calculado: 0.328776729, Desejado: 0.0, Erro: 0.054047069
Padrão>> 4 - Calculado: 0.241135878, Desejado: 0.0, Erro: 0.029073256
Padrão>> 5 - Calculado: 0.159960973, Desejado: 0.0, Erro: 0.012793757
Padrão>> 6 - Calculado: 0.139850735, Desejado: 0.0, Erro: 0.009779114
Padrão>> 7 - Calculado: 0.946910831, Desejado: 1.0, Erro: 0.001409230
Padrão>> 8 - Calculado: 0.177279167, Desejado: 1.0, Erro: 0.338434784
Padrão>> 9 - Calculado: 0.140567090, Desejado: 0.0, Erro: 0.009879553
Padrão>> 10 - Calculado: 0.812194904, Desejado: 1.0, Erro: 0.017635377
Padrão>> 11 - Calculado: 0.992043922, Desejado: 1.0, Erro: 0.000031650
Padrão>> 12 - Calculado: 0.599337072, Desejado: 0.0, Erro: 0.179602463
Padrão>> 13 - Calculado: 0.994700161, Desejado: 1.0, Erro: 0.000014044
Padrão>> 14 - Calculado: 0.184178911, Desejado: 0.0, Erro: 0.016960936
Padrão>> 15 - Calculado: 0.994534389, Desejado: 1.0, Erro: 0.000014936
Padrão>> 16 - Calculado: 0.153620266, Desejado: 0.0, Erro: 0.011799593
Padrão>> 17 - Calculado: 0.138591765, Desejado: 0.0, Erro: 0.009603839
Padrão>> 18 - Calculado: 0.435954814, Desejado: 1.0, Erro: 0.159073486
Padrão>> 19 - Calculado: 0.975614604, Desejado: 1.0, Erro: 0.000297324
Padrão>> 20 - Calculado: 0.724073819, Desejado: 1.0, Erro: 0.038067629
Padrão>> 21 - Calculado: 0.152550150, Desejado: 0.0, Erro: 0.011635774
Padrão>> 22 - Calculado: 0.158611025, Desejado: 0.0, Erro: 0.012578729
Padrão>> 23 - Calculado: 0.891159375, Desejado: 0.0, Erro: 0.397082516
Padrão>> 24 - Calculado: 0.154393519, Desejado: 0.0, Erro: 0.011918679
Padrão>> 25 - Calculado: 0.959064914, Desejado: 1.0, Erro: 0.000837841
Padrão>> 26 - Calculado: 0.992527608, Desejado: 1.0, Erro: 0.000027918
Padrão>> 27 - Calculado: 0.429257610, Desejado: 0.0, Erro: 0.092131048
Padrão>> 28 - Calculado: 0.996580452, Desejado: 1.0, Erro: 0.000005847
Padrão>> 29 - Calculado: 0.148039829, Desejado: 0.0, Erro: 0.010957896
Padrão>> 30 - Calculado: 0.417298705, Desejado: 1.0, Erro: 0.169770400
Padrão>> 31 - Calculado: 0.994233141, Desejado: 1.0, Erro: 0.000016628
Padrão>> 32 - Calculado: 0.138517462, Desejado: 0.0, Erro: 0.009593544
Padrão>> 33 - Calculado: 0.994388344, Desejado: 1.0, Erro: 0.000015745
Padrão>> 34 - Calculado: 0.985064227, Desejado: 1.0, Erro: 0.000111539
Padrão>> 35 - Calculado: 0.201580362, Desejado: 0.0, Erro: 0.020317321
Padrão>> 36 - Calculado: 0.538216366, Desejado: 0.0, Erro: 0.144838428
Padrão>> 37 - Calculado: 0.985668404, Desejado: 1.0, Erro: 0.000102697
Padrão>> 38 - Calculado: 0.988512032, Desejado: 1.0, Erro: 0.000065987
Padrão>> 39 - Calculado: 0.138351987, Desejado: 0.0, Erro: 0.009570636
Padrão>> 40 - Calculado: 0.139109308, Desejado: 0.0, Erro: 0.009675700
Padrão>> 41 - Calculado: 0.551005962, Desejado: 0.0, Erro: 0.151803785
Padrão>> 42 - Calculado: 0.989677593, Desejado: 1.0, Erro: 0.000053276
Padrão>> 43 - Calculado: 0.267128158, Desejado: 0.0, Erro: 0.035678726
Padrão>> 44 - Calculado: 0.948921050, Desejado: 1.0, Erro: 0.001304530
Padrão>> 45 - Calculado: 0.785181698, Desejado: 1.0, Erro: 0.023073451
Padrão>> 46 - Calculado: 0.143067641, Desejado: 0.0, Erro: 0.010234175
Padrão>> 47 - Calculado: 0.159158593, Desejado: 1.0, Erro: 0.353507136
Padrão>> 48 - Calculado: 0.535085047, Desejado: 1.0, Erro: 0.108072957
Padrão>> 49 - Calculado: 0.983145612, Desejado: 1.0, Erro: 0.000142035
Padrão>> 50 - Calculado: 0.152261716, Desejado: 0.0, Erro: 0.011591815
Padrão>> 51 - Calculado: 0.152302110, Desejado: 0.0, Erro: 0.011597966
Padrão>> 52 - Calculado: 0.996255947, Desejado: 1.0, Erro: 0.000007009
Padrão>> 53 - Calculado: 0.137417625, Desejado: 0.0, Erro: 0.009441802
Padrão>> 54 - Calculado: 0.218728826, Desejado: 0.0, Erro: 0.023921150
Padrão>> 55 - Calculado: 0.994363706, Desejado: 1.0, Erro: 0.000015884
Padrão>> 56 - Calculado: 0.164833355, Desejado: 0.0, Erro: 0.013585017
Padrão>> 57 - Calculado: 0.168157728, Desejado: 0.0, Erro: 0.014138511
Padrão>> 58 - Calculado: 0.138561761, Desejado: 1.0, Erro: 0.371037920
Padrão>> 59 - Calculado: 0.144995382, Desejado: 0.0, Erro: 0.010511830
Padrão>> 60 - Calculado: 0.673302651, Desejado: 0.0, Erro: 0.226668230
Padrão>> 61 - Calculado: 0.211954129, Desejado: 1.0, Erro: 0.310508148
Padrão>> 62 - Calculado: 0.249931552, Desejado: 0.0, Erro: 0.031232890
Padrão>> 63 - Calculado: 0.175208454, Desejado: 0.0, Erro: 0.015349001
Padrão>> 64 - Calculado: 0.145787565, Desejado: 0.0, Erro: 0.010627007
Padrão>> 65 - Calculado: 0.137821384, Desejado: 0.0, Erro: 0.009497367
Padrão>> 66 - Calculado: 0.628595851, Desejado: 0.0, Erro: 0.197566372
Padrão>> 67 - Calculado: 0.995034509, Desejado: 1.0, Erro: 0.000012328
Padrão>> 68 - Calculado: 0.900945518, Desejado: 1.0, Erro: 0.004905895
Padrão>> 69 - Calculado: 0.249031887, Desejado: 0.0, Erro: 0.031008440
Padrão>> 70 - Calculado: 0.153329023, Desejado: 0.0, Erro: 0.011754895
Padrão>> 71 - Calculado: 0.364533716, Desejado: 0.0, Erro: 0.066442415
Padrão>> 72 - Calculado: 0.980340209, Desejado: 1.0, Erro: 0.000193254
Padrão>> 73 - Calculado: 0.945424097, Desejado: 1.0, Erro: 0.001489265
Padrão>> 74 - Calculado: 0.981688532, Desejado: 1.0, Erro: 0.000167655
Padrão>> 75 - Calculado: 0.166596319, Desejado: 0.0, Erro: 0.013877167
Padrão>> 76 - Calculado: 0.994043007, Desejado: 1.0, Erro: 0.000017743
Padrão>> 77 - Calculado: 0.991849135, Desejado: 1.0, Erro: 0.000033218
Padrão>> 78 - Calculado: 0.146649685, Desejado: 0.0, Erro: 0.010753065
Padrão>> 79 - Calculado: 0.532887617, Desejado: 0.0, Erro: 0.141984606
Padrão>> 80 - Calculado: 0.138610731, Desejado: 0.0, Erro: 0.009606467
Padrão>> 81 - Calculado: 0.143663070, Desejado: 0.0, Erro: 0.010319539
Padrão>> 82 - Calculado: 0.246827490, Desejado: 1.0, Erro: 0.283634415
Padrão>> 83 - Calculado: 0.991436153, Desejado: 1.0, Erro: 0.000036670
Padrão>> 84 - Calculado: 0.192685884, Desejado: 0.0, Erro: 0.018563925
Padrão>> 85 - Calculado: 0.141667109, Desejado: 0.0, Erro: 0.010034785
Padrão>> 86 - Calculado: 0.981544366, Desejado: 1.0, Erro: 0.000170305
Padrão>> 87 - Calculado: 0.995039568, Desejado: 1.0, Erro: 0.000012303
Padrão>> 88 - Calculado: 0.163683276, Desejado: 0.0, Erro: 0.013396107
Padrão>> 89 - Calculado: 0.192649890, Desejado: 0.0, Erro: 0.018556990
Padrão>> 90 - Calculado: 0.983134208, Desejado: 1.0, Erro: 0.000142227
Padrão>> 91 - Calculado: 0.994329833, Desejado: 1.0, Erro: 0.000016075
Padrão>> 92 - Calculado: 0.250731458, Desejado: 0.0, Erro: 0.031433132
Padrão>> 93 - Calculado: 0.605033030, Desejado: 1.0, Erro: 0.077999454
Padrão>> 94 - Calculado: 0.996189789, Desejado: 1.0, Erro: 0.000007259
Padrão>> 95 - Calculado: 0.284813467, Desejado: 0.0, Erro: 0.040559355
Padrão>> 96 - Calculado: 0.155942868, Desejado: 0.0, Erro: 0.012159089
Padrão>> 97 - Calculado: 0.339727938, Desejado: 0.0, Erro: 0.057707536
Padrão>> 98 - Calculado: 0.313269216, Desejado: 1.0, Erro: 0.235799585
Padrão>> 99 - Calculado: 0.139549397, Desejado: 0.0, Erro: 0.009737017
Padrão>> 100 - Calculado: 0.995719991, Desejado: 1.0, Erro: 0.000009159
Padrão>> 101 - Calculado: 0.993386241, Desejado: 1.0, Erro: 0.000021871
Padrão>> 102 - Calculado: 0.451597416, Desejado: 0.0, Erro: 0.101970113
Padrão>> 103 - Calculado: 0.995859127, Desejado: 1.0, Erro: 0.000008573
Padrão>> 104 - Calculado: 0.991518017, Desejado: 1.0, Erro: 0.000035972
Padrão>> 105 - Calculado: 0.386798268, Desejado: 0.0, Erro: 0.074806450
Padrão>> 106 - Calculado: 0.275411674, Desejado: 0.0, Erro: 0.037925795
