Cenário experimental com 4 camadas: Skin_Segmentation_CV_D2-D4

Padrão>> 1 - Calculado: 0.114530626, Desejado: 0.0, Erro: 0.006558632
Padrão>> 2 - Calculado: 0.126972303, Desejado: 0.0, Erro: 0.008060983
Padrão>> 3 - Calculado: 0.982429480, Desejado: 1.0, Erro: 0.000154362
Padrão>> 4 - Calculado: 0.215464152, Desejado: 0.0, Erro: 0.023212400
Padrão>> 5 - Calculado: 0.122469200, Desejado: 0.0, Erro: 0.007499352
Padrão>> 6 - Calculado: 0.149384948, Desejado: 0.0, Erro: 0.011157931
Padrão>> 7 - Calculado: 0.982467358, Desejado: 1.0, Erro: 0.000153697
Padrão>> 8 - Calculado: 0.983196623, Desejado: 1.0, Erro: 0.000141177
Padrão>> 9 - Calculado: 0.211716759, Desejado: 1.0, Erro: 0.310695234
Padrão>> 10 - Calculado: 0.143924059, Desejado: 0.0, Erro: 0.010357067
Padrão>> 11 - Calculado: 0.197339451, Desejado: 0.0, Erro: 0.019471429
Padrão>> 12 - Calculado: 0.973029414, Desejado: 1.0, Erro: 0.000363706
Padrão>> 13 - Calculado: 0.146603808, Desejado: 0.0, Erro: 0.010746338
Padrão>> 14 - Calculado: 0.126875567, Desejado: 0.0, Erro: 0.008048705
Padrão>> 15 - Calculado: 0.949117966, Desejado: 1.0, Erro: 0.001294491
Padrão>> 16 - Calculado: 0.981011479, Desejado: 1.0, Erro: 0.000180282
Padrão>> 17 - Calculado: 0.984276176, Desejado: 1.0, Erro: 0.000123619
Padrão>> 18 - Calculado: 0.524093781, Desejado: 1.0, Erro: 0.113243364
Padrão>> 19 - Calculado: 0.142384706, Desejado: 0.0, Erro: 0.010136702
Padrão>> 20 - Calculado: 0.414605772, Desejado: 1.0, Erro: 0.171343201
Padrão>> 21 - Calculado: 0.983275643, Desejado: 1.0, Erro: 0.000139852
Padrão>> 22 - Calculado: 0.973819068, Desejado: 1.0, Erro: 0.000342721
Padrão>> 23 - Calculado: 0.116679946, Desejado: 0.0, Erro: 0.006807105
Padrão>> 24 - Calculado: 0.219841002, Desejado: 0.0, Erro: 0.024165033
Padrão>> 25 - Calculado: 0.978978023, Desejado: 1.0, Erro: 0.000220962
Padrão>> 26 - Calculado: 0.984482513, Desejado: 1.0, Erro: 0.000120396
Padrão>> 27 - Calculado: 0.195651602, Desejado: 0.0, Erro: 0.019139775
