Cenário experimental com 4 camadas: Skin_Segmentation_CV_D4-D2

Padrão>> 1 - Calculado: 0.984268961, Desejado: 1.0, Erro: 0.000123733
Padrão>> 2 - Calculado: 0.911233231, Desejado: 1.0, Erro: 0.003939770
Padrão>> 3 - Calculado: 0.082744538, Desejado: 0.0, Erro: 0.003423329
Padrão>> 4 - Calculado: 0.078276327, Desejado: 0.0, Erro: 0.003063592
Padrão>> 5 - Calculado: 0.581156603, Desejado: 1.0, Erro: 0.087714896
Padrão>> 6 - Calculado: 0.984271173, Desejado: 1.0, Erro: 0.000123698
Padrão>> 7 - Calculado: 0.395868191, Desejado: 0.0, Erro: 0.078355812
Padrão>> 8 - Calculado: 0.840920757, Desejado: 1.0, Erro: 0.012653103
Padrão>> 9 - Calculado: 0.564237490, Desejado: 1.0, Erro: 0.094944483
Padrão>> 10 - Calculado: 0.085720932, Desejado: 0.0, Erro: 0.003674039
Padrão>> 11 - Calculado: 0.079185126, Desejado: 0.0, Erro: 0.003135142
Padrão>> 12 - Calculado: 0.090779347, Desejado: 0.0, Erro: 0.004120445
Padrão>> 13 - Calculado: 0.983162674, Desejado: 1.0, Erro: 0.000141748
Padrão>> 14 - Calculado: 0.987085961, Desejado: 1.0, Erro: 0.000083386
Padrão>> 15 - Calculado: 0.698137227, Desejado: 0.0, Erro: 0.243697794
Padrão>> 16 - Calculado: 0.078513003, Desejado: 0.0, Erro: 0.003082146
Padrão>> 17 - Calculado: 0.946008095, Desejado: 1.0, Erro: 0.001457563
Padrão>> 18 - Calculado: 0.154413379, Desejado: 0.0, Erro: 0.011921746
Padrão>> 19 - Calculado: 0.083400317, Desejado: 0.0, Erro: 0.003477806
Padrão>> 20 - Calculado: 0.097385357, Desejado: 0.0, Erro: 0.004741954
Padrão>> 21 - Calculado: 0.102493550, Desejado: 0.0, Erro: 0.005252464
Padrão>> 22 - Calculado: 0.085440210, Desejado: 0.0, Erro: 0.003650015
Padrão>> 23 - Calculado: 0.988115841, Desejado: 1.0, Erro: 0.000070617
Padrão>> 24 - Calculado: 0.156130985, Desejado: 0.0, Erro: 0.012188442
Padrão>> 25 - Calculado: 0.895572920, Desejado: 1.0, Erro: 0.005452508
Padrão>> 26 - Calculado: 0.467219943, Desejado: 0.0, Erro: 0.109147238
Padrão>> 27 - Calculado: 0.864855987, Desejado: 1.0, Erro: 0.009131952
Padrão>> 28 - Calculado: 0.081382222, Desejado: 0.0, Erro: 0.003311533
Padrão>> 29 - Calculado: 0.082432910, Desejado: 0.0, Erro: 0.003397592
Padrão>> 30 - Calculado: 0.979444692, Desejado: 1.0, Erro: 0.000211260
Padrão>> 31 - Calculado: 0.901636283, Desejado: 1.0, Erro: 0.004837710
Padrão>> 32 - Calculado: 0.970864769, Desejado: 1.0, Erro: 0.000424431
Padrão>> 33 - Calculado: 0.080103929, Desejado: 0.0, Erro: 0.003208320
Padrão>> 34 - Calculado: 0.084029665, Desejado: 0.0, Erro: 0.003530492
Padrão>> 35 - Calculado: 0.078277275, Desejado: 0.0, Erro: 0.003063666
Padrão>> 36 - Calculado: 0.987775772, Desejado: 1.0, Erro: 0.000074716
Padrão>> 37 - Calculado: 0.094092263, Desejado: 0.0, Erro: 0.004426677
Padrão>> 38 - Calculado: 0.080740162, Desejado: 0.0, Erro: 0.003259487
Padrão>> 39 - Calculado: 0.086968851, Desejado: 0.0, Erro: 0.003781791
Padrão>> 40 - Calculado: 0.081248150, Desejado: 1.0, Erro: 0.422052481
Padrão>> 41 - Calculado: 0.112881168, Desejado: 0.0, Erro: 0.006371079
