Cenário experimental com 4 camadas: Skin_Segmentation_CV_D5-D2

Padrão>> 1 - Calculado: 0.976990906, Desejado: 1.0, Erro: 0.000264709
Padrão>> 2 - Calculado: 0.924769502, Desejado: 1.0, Erro: 0.002829814
Padrão>> 3 - Calculado: 0.057918010, Desejado: 0.0, Erro: 0.001677248
Padrão>> 4 - Calculado: 0.053941104, Desejado: 0.0, Erro: 0.001454821
Padrão>> 5 - Calculado: 0.487316649, Desejado: 1.0, Erro: 0.131422109
Padrão>> 6 - Calculado: 0.979106659, Desejado: 1.0, Erro: 0.000218266
Padrão>> 7 - Calculado: 0.164001329, Desejado: 0.0, Erro: 0.013448218
Padrão>> 8 - Calculado: 0.572861369, Desejado: 1.0, Erro: 0.091223705
Padrão>> 9 - Calculado: 0.238325278, Desejado: 1.0, Erro: 0.290074191
Padrão>> 10 - Calculado: 0.059184000, Desejado: 0.0, Erro: 0.001751373
Padrão>> 11 - Calculado: 0.053648638, Desejado: 0.0, Erro: 0.001439088
Padrão>> 12 - Calculado: 0.060221621, Desejado: 0.0, Erro: 0.001813322
Padrão>> 13 - Calculado: 0.972568587, Desejado: 1.0, Erro: 0.000376241
Padrão>> 14 - Calculado: 0.985794617, Desejado: 1.0, Erro: 0.000100896
Padrão>> 15 - Calculado: 0.326041924, Desejado: 0.0, Erro: 0.053151668
Padrão>> 16 - Calculado: 0.054771090, Desejado: 0.0, Erro: 0.001499936
Padrão>> 17 - Calculado: 0.953136306, Desejado: 1.0, Erro: 0.001098103
Padrão>> 18 - Calculado: 0.115288312, Desejado: 0.0, Erro: 0.006645697
Padrão>> 19 - Calculado: 0.058139390, Desejado: 0.0, Erro: 0.001690094
Padrão>> 20 - Calculado: 0.061390508, Desejado: 0.0, Erro: 0.001884397
Padrão>> 21 - Calculado: 0.072549554, Desejado: 0.0, Erro: 0.002631719
Padrão>> 22 - Calculado: 0.058538557, Desejado: 0.0, Erro: 0.001713381
Padrão>> 23 - Calculado: 0.988880259, Desejado: 1.0, Erro: 0.000061824
Padrão>> 24 - Calculado: 0.084049740, Desejado: 0.0, Erro: 0.003532179
Padrão>> 25 - Calculado: 0.563760642, Desejado: 1.0, Erro: 0.095152389
Padrão>> 26 - Calculado: 0.212838875, Desejado: 0.0, Erro: 0.022650193
Padrão>> 27 - Calculado: 0.473056428, Desejado: 1.0, Erro: 0.138834764
Padrão>> 28 - Calculado: 0.056710144, Desejado: 0.0, Erro: 0.001608020
Padrão>> 29 - Calculado: 0.057003152, Desejado: 0.0, Erro: 0.001624680
Padrão>> 30 - Calculado: 0.959074093, Desejado: 1.0, Erro: 0.000837465
Padrão>> 31 - Calculado: 0.911982039, Desejado: 1.0, Erro: 0.003873581
Padrão>> 32 - Calculado: 0.921566000, Desejado: 1.0, Erro: 0.003075946
Padrão>> 33 - Calculado: 0.056189947, Desejado: 0.0, Erro: 0.001578655
Padrão>> 34 - Calculado: 0.056182155, Desejado: 0.0, Erro: 0.001578217
Padrão>> 35 - Calculado: 0.054048376, Desejado: 0.0, Erro: 0.001460613
Padrão>> 36 - Calculado: 0.987676357, Desejado: 1.0, Erro: 0.000075936
Padrão>> 37 - Calculado: 0.066204578, Desejado: 0.0, Erro: 0.002191523
Padrão>> 38 - Calculado: 0.056078914, Desejado: 0.0, Erro: 0.001572422
Padrão>> 39 - Calculado: 0.055185376, Desejado: 0.0, Erro: 0.001522713
Padrão>> 40 - Calculado: 0.054256199, Desejado: 1.0, Erro: 0.447215669
