Cenário experimental com 4 camadas: Skin_Segmentation_CV_D5-D4

Padrão>> 1 - Calculado: 0.053796781, Desejado: 0.0, Erro: 0.001447047
Padrão>> 2 - Calculado: 0.060434195, Desejado: 0.0, Erro: 0.001826146
Padrão>> 3 - Calculado: 0.982205961, Desejado: 1.0, Erro: 0.000158314
Padrão>> 4 - Calculado: 0.072278537, Desejado: 0.0, Erro: 0.002612093
Padrão>> 5 - Calculado: 0.058308765, Desejado: 0.0, Erro: 0.001699956
Padrão>> 6 - Calculado: 0.059376973, Desejado: 0.0, Erro: 0.001762812
Padrão>> 7 - Calculado: 0.982177953, Desejado: 1.0, Erro: 0.000158813
Padrão>> 8 - Calculado: 0.984899001, Desejado: 1.0, Erro: 0.000114020
Padrão>> 9 - Calculado: 0.097906345, Desejado: 1.0, Erro: 0.406886481
Padrão>> 10 - Calculado: 0.060987467, Desejado: 0.0, Erro: 0.001859736
Padrão>> 11 - Calculado: 0.097844325, Desejado: 0.0, Erro: 0.004786756
Padrão>> 12 - Calculado: 0.934869443, Desejado: 1.0, Erro: 0.002120995
Padrão>> 13 - Calculado: 0.059045310, Desejado: 0.0, Erro: 0.001743174
Padrão>> 14 - Calculado: 0.056929411, Desejado: 0.0, Erro: 0.001620479
Padrão>> 15 - Calculado: 0.795988931, Desejado: 1.0, Erro: 0.020810258
Padrão>> 16 - Calculado: 0.976678349, Desejado: 1.0, Erro: 0.000271950
Padrão>> 17 - Calculado: 0.988270119, Desejado: 1.0, Erro: 0.000068795
Padrão>> 18 - Calculado: 0.337153451, Desejado: 1.0, Erro: 0.219682774
Padrão>> 19 - Calculado: 0.067408002, Desejado: 0.0, Erro: 0.002271919
Padrão>> 20 - Calculado: 0.237418726, Desejado: 1.0, Erro: 0.290765099
Padrão>> 21 - Calculado: 0.985223446, Desejado: 1.0, Erro: 0.000109173
Padrão>> 22 - Calculado: 0.938569734, Desejado: 1.0, Erro: 0.001886839
Padrão>> 23 - Calculado: 0.055242874, Desejado: 0.0, Erro: 0.001525888
Padrão>> 24 - Calculado: 0.107136403, Desejado: 0.0, Erro: 0.005739104
Padrão>> 25 - Calculado: 0.955902892, Desejado: 1.0, Erro: 0.000972277
Padrão>> 26 - Calculado: 0.988961255, Desejado: 1.0, Erro: 0.000060927
Padrão>> 27 - Calculado: 0.094356590, Desejado: 0.0, Erro: 0.004451583
Padrão>> 28 - Calculado: 0.056744115, Desejado: 0.0, Erro: 0.001609947
Padrão>> 29 - Calculado: 0.063864116, Desejado: 1.0, Erro: 0.438175196
Padrão>> 30 - Calculado: 0.074692033, Desejado: 0.0, Erro: 0.002789450
Padrão>> 31 - Calculado: 0.990215444, Desejado: 1.0, Erro: 0.000047869
Padrão>> 32 - Calculado: 0.054112918, Desejado: 0.0, Erro: 0.001464104
Padrão>> 33 - Calculado: 0.169399852, Desejado: 1.0, Erro: 0.344948303
Padrão>> 34 - Calculado: 0.411071908, Desejado: 0.0, Erro: 0.084490057
Padrão>> 35 - Calculado: 0.054245239, Desejado: 0.0, Erro: 0.001471273
Padrão>> 36 - Calculado: 0.962474422, Desejado: 1.0, Erro: 0.000704085
Padrão>> 37 - Calculado: 0.076992138, Desejado: 0.0, Erro: 0.002963895
Padrão>> 38 - Calculado: 0.054635167, Desejado: 0.0, Erro: 0.001492501
Padrão>> 39 - Calculado: 0.054285257, Desejado: 0.0, Erro: 0.001473445
Padrão>> 40 - Calculado: 0.986049689, Desejado: 1.0, Erro: 0.000097306
Padrão>> 41 - Calculado: 0.056258342, Desejado: 0.0, Erro: 0.001582501
Padrão>> 42 - Calculado: 0.971279357, Desejado: 1.0, Erro: 0.000412438
Padrão>> 43 - Calculado: 0.075865081, Desejado: 0.0, Erro: 0.002877755
Padrão>> 44 - Calculado: 0.067263598, Desejado: 1.0, Erro: 0.434998597
Padrão>> 45 - Calculado: 0.118747560, Desejado: 0.0, Erro: 0.007050492
Padrão>> 46 - Calculado: 0.989191935, Desejado: 1.0, Erro: 0.000058407
Padrão>> 47 - Calculado: 0.981906001, Desejado: 1.0, Erro: 0.000163696
Padrão>> 48 - Calculado: 0.056439030, Desejado: 0.0, Erro: 0.001592682
Padrão>> 49 - Calculado: 0.830695015, Desejado: 1.0, Erro: 0.014332089
Padrão>> 50 - Calculado: 0.088189650, Desejado: 0.0, Erro: 0.003888707
Padrão>> 51 - Calculado: 0.062823169, Desejado: 1.0, Erro: 0.439150207
Padrão>> 52 - Calculado: 0.977118816, Desejado: 1.0, Erro: 0.000261774
Padrão>> 53 - Calculado: 0.053847952, Desejado: 0.0, Erro: 0.001449801
Padrão>> 54 - Calculado: 0.094077109, Desejado: 0.0, Erro: 0.004425251
Padrão>> 55 - Calculado: 0.054812676, Desejado: 0.0, Erro: 0.001502215
Padrão>> 56 - Calculado: 0.080633215, Desejado: 0.0, Erro: 0.003250858
Padrão>> 57 - Calculado: 0.063430546, Desejado: 0.0, Erro: 0.002011717
Padrão>> 58 - Calculado: 0.058347093, Desejado: 0.0, Erro: 0.001702192
Padrão>> 59 - Calculado: 0.059772873, Desejado: 0.0, Erro: 0.001786398
Padrão>> 60 - Calculado: 0.054820428, Desejado: 1.0, Erro: 0.446682212
Padrão>> 61 - Calculado: 0.053693607, Desejado: 0.0, Erro: 0.001441502
Padrão>> 62 - Calculado: 0.160729524, Desejado: 0.0, Erro: 0.012916990
Padrão>> 63 - Calculado: 0.960301248, Desejado: 1.0, Erro: 0.000787995
Padrão>> 64 - Calculado: 0.057689025, Desejado: 0.0, Erro: 0.001664012
Padrão>> 65 - Calculado: 0.064039018, Desejado: 0.0, Erro: 0.002050498
Padrão>> 66 - Calculado: 0.985446051, Desejado: 1.0, Erro: 0.000105909
Padrão>> 67 - Calculado: 0.978140233, Desejado: 1.0, Erro: 0.000238925
Padrão>> 68 - Calculado: 0.055475716, Desejado: 0.0, Erro: 0.001538778
Padrão>> 69 - Calculado: 0.988500189, Desejado: 1.0, Erro: 0.000066123
Padrão>> 70 - Calculado: 0.123069701, Desejado: 0.0, Erro: 0.007573076
Padrão>> 71 - Calculado: 0.064470527, Desejado: 0.0, Erro: 0.002078224
Padrão>> 72 - Calculado: 0.716494494, Desejado: 1.0, Erro: 0.040187686
Padrão>> 73 - Calculado: 0.972308800, Desejado: 1.0, Erro: 0.000383401
Padrão>> 74 - Calculado: 0.101944373, Desejado: 0.0, Erro: 0.005196328
Padrão>> 75 - Calculado: 0.975101280, Desejado: 1.0, Erro: 0.000309973
Padrão>> 76 - Calculado: 0.972031171, Desejado: 1.0, Erro: 0.000391128
Padrão>> 77 - Calculado: 0.065927182, Desejado: 0.0, Erro: 0.002173197
Padrão>> 78 - Calculado: 0.071075252, Desejado: 0.0, Erro: 0.002525846
Padrão>> 79 - Calculado: 0.054206136, Desejado: 1.0, Erro: 0.447263017
Padrão>> 80 - Calculado: 0.054545881, Desejado: 0.0, Erro: 0.001487627
Padrão>> 81 - Calculado: 0.985387439, Desejado: 1.0, Erro: 0.000106763
Padrão>> 82 - Calculado: 0.933497538, Desejado: 1.0, Erro: 0.002211289
Padrão>> 83 - Calculado: 0.987095252, Desejado: 1.0, Erro: 0.000083266
Padrão>> 84 - Calculado: 0.950483030, Desejado: 1.0, Erro: 0.001225965
Padrão>> 85 - Calculado: 0.982992699, Desejado: 1.0, Erro: 0.000144624
Padrão>> 86 - Calculado: 0.053623846, Desejado: 0.0, Erro: 0.001437758
Padrão>> 87 - Calculado: 0.986652916, Desejado: 1.0, Erro: 0.000089072
Padrão>> 88 - Calculado: 0.082052552, Desejado: 1.0, Erro: 0.421313759
Padrão>> 89 - Calculado: 0.055132162, Desejado: 0.0, Erro: 0.001519778
Padrão>> 90 - Calculado: 0.118598081, Desejado: 0.0, Erro: 0.007032752
Padrão>> 91 - Calculado: 0.053590892, Desejado: 0.0, Erro: 0.001435992
Padrão>> 92 - Calculado: 0.058541485, Desejado: 0.0, Erro: 0.001713553
Padrão>> 93 - Calculado: 0.078274185, Desejado: 0.0, Erro: 0.003063424
Padrão>> 94 - Calculado: 0.107451233, Desejado: 1.0, Erro: 0.398321651
Padrão>> 95 - Calculado: 0.988599288, Desejado: 1.0, Erro: 0.000064988
Padrão>> 96 - Calculado: 0.982114731, Desejado: 1.0, Erro: 0.000159941
Padrão>> 97 - Calculado: 0.054733241, Desejado: 0.0, Erro: 0.001497864
Padrão>> 98 - Calculado: 0.967293719, Desejado: 1.0, Erro: 0.000534850
Padrão>> 99 - Calculado: 0.989532577, Desejado: 1.0, Erro: 0.000054783
Padrão>> 100 - Calculado: 0.228254717, Desejado: 0.0, Erro: 0.026050108
Padrão>> 101 - Calculado: 0.066894507, Desejado: 0.0, Erro: 0.002237438
Padrão>> 102 - Calculado: 0.054394215, Desejado: 0.0, Erro: 0.001479365
Padrão>> 103 - Calculado: 0.958352118, Desejado: 1.0, Erro: 0.000867273
Padrão>> 104 - Calculado: 0.056035283, Desejado: 0.0, Erro: 0.001569976
Padrão>> 105 - Calculado: 0.063432064, Desejado: 0.0, Erro: 0.002011813
Padrão>> 106 - Calculado: 0.941418561, Desejado: 1.0, Erro: 0.001715892
Padrão>> 107 - Calculado: 0.987512250, Desejado: 1.0, Erro: 0.000077972
