Cenário experimental com 4 camadas: Skin_Segmentation_CV_D2-D5

Padrão>> 1 - Calculado: 0.258025481, Desejado: 0.0, Erro: 0.033288575
Padrão>> 2 - Calculado: 0.115400817, Desejado: 0.0, Erro: 0.006658674
Padrão>> 3 - Calculado: 0.207576087, Desejado: 0.0, Erro: 0.021543916
Padrão>> 4 - Calculado: 0.392136709, Desejado: 0.0, Erro: 0.076885599
Padrão>> 5 - Calculado: 0.117716884, Desejado: 0.0, Erro: 0.006928632
Padrão>> 6 - Calculado: 0.118315001, Desejado: 0.0, Erro: 0.006999220
Padrão>> 7 - Calculado: 0.960240021, Desejado: 1.0, Erro: 0.000790428
Padrão>> 8 - Calculado: 0.118132427, Desejado: 1.0, Erro: 0.388845208
Padrão>> 9 - Calculado: 0.114758357, Desejado: 0.0, Erro: 0.006584740
Padrão>> 10 - Calculado: 0.649209235, Desejado: 1.0, Erro: 0.061527081
Padrão>> 11 - Calculado: 0.980482701, Desejado: 1.0, Erro: 0.000190462
Padrão>> 12 - Calculado: 0.819041862, Desejado: 0.0, Erro: 0.335414786
Padrão>> 13 - Calculado: 0.983342313, Desejado: 1.0, Erro: 0.000138739
Padrão>> 14 - Calculado: 0.125556154, Desejado: 0.0, Erro: 0.007882174
Padrão>> 15 - Calculado: 0.982903250, Desejado: 1.0, Erro: 0.000146149
Padrão>> 16 - Calculado: 0.184945264, Desejado: 0.0, Erro: 0.017102375
Padrão>> 17 - Calculado: 0.122140575, Desejado: 0.0, Erro: 0.007459160
Padrão>> 18 - Calculado: 0.288926120, Desejado: 1.0, Erro: 0.252813031
Padrão>> 19 - Calculado: 0.972616931, Desejado: 1.0, Erro: 0.000374916
Padrão>> 20 - Calculado: 0.503047096, Desejado: 1.0, Erro: 0.123481094
Padrão>> 21 - Calculado: 0.116750350, Desejado: 0.0, Erro: 0.006815322
Padrão>> 22 - Calculado: 0.186289068, Desejado: 0.0, Erro: 0.017351808
Padrão>> 23 - Calculado: 0.941979603, Desejado: 0.0, Erro: 0.443662786
Padrão>> 24 - Calculado: 0.180268141, Desejado: 0.0, Erro: 0.016248301
Padrão>> 25 - Calculado: 0.965273782, Desejado: 1.0, Erro: 0.000602955
Padrão>> 26 - Calculado: 0.981200588, Desejado: 1.0, Erro: 0.000176709
Padrão>> 27 - Calculado: 0.262091428, Desejado: 0.0, Erro: 0.034345958
Padrão>> 28 - Calculado: 0.984951350, Desejado: 1.0, Erro: 0.000113231
Padrão>> 29 - Calculado: 0.114998027, Desejado: 0.0, Erro: 0.006612273
Padrão>> 30 - Calculado: 0.254162437, Desejado: 1.0, Erro: 0.278136835
Padrão>> 31 - Calculado: 0.982985375, Desejado: 1.0, Erro: 0.000144749
Padrão>> 32 - Calculado: 0.124220108, Desejado: 0.0, Erro: 0.007715318
Padrão>> 33 - Calculado: 0.983012828, Desejado: 1.0, Erro: 0.000144282
Padrão>> 34 - Calculado: 0.975816151, Desejado: 1.0, Erro: 0.000292429
Padrão>> 35 - Calculado: 0.132556055, Desejado: 0.0, Erro: 0.008785554
Padrão>> 36 - Calculado: 0.345717906, Desejado: 0.0, Erro: 0.059760435
Padrão>> 37 - Calculado: 0.983260728, Desejado: 1.0, Erro: 0.000140102
