Cenário experimental com 4 camadas: Skin_Segmentation_CV_D1-D3

Padrão>> 1 - Calculado: 0.057937727, Desejado: 0.0, Erro: 0.001678390
Padrão>> 2 - Calculado: 0.048025849, Desejado: 0.0, Erro: 0.001153241
Padrão>> 3 - Calculado: 0.978464293, Desejado: 1.0, Erro: 0.000231893
Padrão>> 4 - Calculado: 0.973854178, Desejado: 1.0, Erro: 0.000341802
Padrão>> 5 - Calculado: 0.980642223, Desejado: 1.0, Erro: 0.000187362
Padrão>> 6 - Calculado: 0.932513273, Desejado: 1.0, Erro: 0.002277229
Padrão>> 7 - Calculado: 0.980679444, Desejado: 1.0, Erro: 0.000186642
Padrão>> 8 - Calculado: 0.941766356, Desejado: 1.0, Erro: 0.001695579
Padrão>> 9 - Calculado: 0.117177711, Desejado: 0.0, Erro: 0.006865308
Padrão>> 10 - Calculado: 0.255808820, Desejado: 1.0, Erro: 0.276910257
Padrão>> 11 - Calculado: 0.971680239, Desejado: 1.0, Erro: 0.000401004
Padrão>> 12 - Calculado: 0.145674299, Desejado: 0.0, Erro: 0.010610501
Padrão>> 13 - Calculado: 0.972379484, Desejado: 1.0, Erro: 0.000381446
Padrão>> 14 - Calculado: 0.112711185, Desejado: 1.0, Erro: 0.393640720
Padrão>> 15 - Calculado: 0.048544320, Desejado: 0.0, Erro: 0.001178276
Padrão>> 16 - Calculado: 0.968443893, Desejado: 1.0, Erro: 0.000497894
Padrão>> 17 - Calculado: 0.088344785, Desejado: 0.0, Erro: 0.003902400
Padrão>> 18 - Calculado: 0.138569134, Desejado: 0.0, Erro: 0.009600702
Padrão>> 19 - Calculado: 0.976328663, Desejado: 1.0, Erro: 0.000280166
Padrão>> 20 - Calculado: 0.055504742, Desejado: 1.0, Erro: 0.446035646
Padrão>> 21 - Calculado: 0.051348254, Desejado: 0.0, Erro: 0.001318322
Padrão>> 22 - Calculado: 0.106670128, Desejado: 0.0, Erro: 0.005689258
Padrão>> 23 - Calculado: 0.057483374, Desejado: 0.0, Erro: 0.001652169
Padrão>> 24 - Calculado: 0.109376303, Desejado: 0.0, Erro: 0.005981588
Padrão>> 25 - Calculado: 0.971103699, Desejado: 1.0, Erro: 0.000417498
Padrão>> 26 - Calculado: 0.119691736, Desejado: 0.0, Erro: 0.007163056
Padrão>> 27 - Calculado: 0.389860087, Desejado: 1.0, Erro: 0.186135356
Padrão>> 28 - Calculado: 0.051845129, Desejado: 0.0, Erro: 0.001343959
Padrão>> 29 - Calculado: 0.053112531, Desejado: 0.0, Erro: 0.001410470
Padrão>> 30 - Calculado: 0.067196376, Desejado: 0.0, Erro: 0.002257676
Padrão>> 31 - Calculado: 0.980071217, Desejado: 1.0, Erro: 0.000198578
Padrão>> 32 - Calculado: 0.050522803, Desejado: 0.0, Erro: 0.001276277
Padrão>> 33 - Calculado: 0.117191047, Desejado: 0.0, Erro: 0.006866871
Padrão>> 34 - Calculado: 0.497354046, Desejado: 1.0, Erro: 0.126326478
Padrão>> 35 - Calculado: 0.047727279, Desejado: 0.0, Erro: 0.001138947
Padrão>> 36 - Calculado: 0.196570720, Desejado: 1.0, Erro: 0.322749304
Padrão>> 37 - Calculado: 0.052103934, Desejado: 0.0, Erro: 0.001357410
Padrão>> 38 - Calculado: 0.046204947, Desejado: 0.0, Erro: 0.001067449
Padrão>> 39 - Calculado: 0.048627982, Desejado: 0.0, Erro: 0.001182340
Padrão>> 40 - Calculado: 0.979725778, Desejado: 1.0, Erro: 0.000205522
Padrão>> 41 - Calculado: 0.125032705, Desejado: 0.0, Erro: 0.007816589
Padrão>> 42 - Calculado: 0.056376645, Desejado: 0.0, Erro: 0.001589163
Padrão>> 43 - Calculado: 0.051571443, Desejado: 0.0, Erro: 0.001329807
Padrão>> 44 - Calculado: 0.050103249, Desejado: 0.0, Erro: 0.001255168
Padrão>> 45 - Calculado: 0.103622283, Desejado: 0.0, Erro: 0.005368789
Padrão>> 46 - Calculado: 0.057030476, Desejado: 0.0, Erro: 0.001626238
Padrão>> 47 - Calculado: 0.974964533, Desejado: 1.0, Erro: 0.000313387
Padrão>> 48 - Calculado: 0.118736049, Desejado: 0.0, Erro: 0.007049125
Padrão>> 49 - Calculado: 0.976194836, Desejado: 1.0, Erro: 0.000283343
Padrão>> 50 - Calculado: 0.071955338, Desejado: 0.0, Erro: 0.002588785
Padrão>> 51 - Calculado: 0.974773351, Desejado: 1.0, Erro: 0.000318192
Padrão>> 52 - Calculado: 0.979899673, Desejado: 1.0, Erro: 0.000202012
Padrão>> 53 - Calculado: 0.084278574, Desejado: 0.0, Erro: 0.003551439
Padrão>> 54 - Calculado: 0.813678199, Desejado: 1.0, Erro: 0.017357907
Padrão>> 55 - Calculado: 0.046031793, Desejado: 1.0, Erro: 0.455027670
Padrão>> 56 - Calculado: 0.046178628, Desejado: 0.0, Erro: 0.001066233
Padrão>> 57 - Calculado: 0.051580299, Desejado: 0.0, Erro: 0.001330264
Padrão>> 58 - Calculado: 0.049392076, Desejado: 0.0, Erro: 0.001219789
Padrão>> 59 - Calculado: 0.066487275, Desejado: 0.0, Erro: 0.002210279
Padrão>> 60 - Calculado: 0.979699856, Desejado: 1.0, Erro: 0.000206048
Padrão>> 61 - Calculado: 0.980293881, Desejado: 1.0, Erro: 0.000194166
Padrão>> 62 - Calculado: 0.052511859, Desejado: 0.0, Erro: 0.001378748
Padrão>> 63 - Calculado: 0.047985879, Desejado: 0.0, Erro: 0.001151322
Padrão>> 64 - Calculado: 0.979252584, Desejado: 1.0, Erro: 0.000215228
Padrão>> 65 - Calculado: 0.048145418, Desejado: 0.0, Erro: 0.001158991
Padrão>> 66 - Calculado: 0.056391455, Desejado: 0.0, Erro: 0.001589998
Padrão>> 67 - Calculado: 0.097811104, Desejado: 0.0, Erro: 0.004783506
Padrão>> 68 - Calculado: 0.894959643, Desejado: 1.0, Erro: 0.005516738
Padrão>> 69 - Calculado: 0.050008442, Desejado: 0.0, Erro: 0.001250422
Padrão>> 70 - Calculado: 0.971385095, Desejado: 1.0, Erro: 0.000409406
Padrão>> 71 - Calculado: 0.978209757, Desejado: 1.0, Erro: 0.000237407
Padrão>> 72 - Calculado: 0.070157361, Desejado: 0.0, Erro: 0.002461028
